benchmark,topology,pinning,source,allocator,instance_id,interop_threads,intraop_threads,batch_size,latency(min),latency(avg),latency(max),flops
resnet_manual_script,sequential,numactl,torch,default,1,1,1,1,73.39316400248208,73.87476986001275,74.68564200098626,107.4862635788471
resnet_manual_script,sequential,numactl,torch,default,1,1,2,1,39.10025900040637,39.291779630038945,39.66822000074899,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,3,1,27.53650600061519,27.642452490035794,27.946565998718143,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,4,1,21.475904999533668,21.56988940005249,21.848222000699025,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,5,1,18.331061000935733,18.408664840026177,18.609277001814917,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,6,1,15.823842000827426,15.902250570143224,16.1115629998676,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,7,1,14.355250001244713,14.423662930093997,14.600554000935517,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,8,1,12.83944600072573,12.9712662500242,13.316202999703819,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,9,1,13.845779998518992,13.898007969910395,14.052350001293235,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,10,1,12.955932001204928,13.027740730140067,13.215930997830583,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,11,1,12.167294000391848,12.25930269996752,12.414531000104034,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,12,1,11.531498999829637,11.651104480115464,12.122364998504054,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,13,1,11.941550001210999,12.011326840038237,12.149647998739965,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,14,1,11.287548000836978,11.372167680128769,11.603865001234226,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,15,1,11.372838998795487,11.48717043983197,11.6653020013473,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,16,1,10.506891001568874,10.590144230009173,10.850638998817885,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,1,2,139.40113200078486,139.76364542020747,140.1955520013871,113.62800391512876
resnet_manual_script,sequential,numactl,torch,default,1,1,2,2,71.94871499814326,72.42273408020992,72.73142700069002,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,3,2,49.90325200196821,50.09694792996015,50.32760000176495,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,4,2,38.164688001415925,38.29246796009102,38.555715000256896,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,5,2,32.15470099894446,32.262365450078505,32.695513997168746,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,6,2,27.423534000263317,27.523692750146438,27.823385997180594,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,7,2,24.298183001519646,24.387333589984337,24.768694001977565,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,8,2,21.36428599987994,21.586225619903416,22.159572999953525,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,9,2,21.456031001434894,21.538551800149435,21.712339999794494,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,10,2,20.30941900011385,20.43787920007162,20.63799499956076,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,11,2,19.100361001619603,19.222526049998123,19.61655099876225,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,12,2,17.580196999915643,17.743887340038782,18.07400999678066,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,13,2,17.897355999593856,18.01724799992371,18.114492999302456,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,14,2,17.222537000634475,17.39350140996976,17.549165000673383,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,15,2,16.59753300191369,16.720871510115103,17.730343002767768,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,16,2,15.764372001285665,15.999780370148073,16.23939600176527,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,1,3,206.135414999153,206.4714517500397,206.91781300047296,115.37476910773655
resnet_manual_script,sequential,numactl,torch,default,1,1,2,3,105.90589500134229,106.21851633997721,106.65362500003539,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,3,3,71.0879849975754,71.27392009988398,71.55315400086693,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,4,3,54.941875001532026,55.13462310977047,55.40207399826613,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,5,3,45.40376500153798,45.55143128964119,45.818499002052704,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,6,3,38.15414600103395,38.3149754099577,38.54402799697709,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,7,3,34.149217997764936,34.33581604007486,35.31984500295948,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,8,3,29.7634080015996,30.100713949832425,31.00514600009774,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,9,3,29.701339000894222,29.85305480986426,30.00576100021135,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,10,3,27.353171000868315,27.444088870033738,27.57364500212134,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,11,3,25.38822499991511,25.50828075996833,26.24173799995333,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,12,3,23.43657900200924,23.664308460174652,24.265940999612212,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,13,3,24.01893000205746,24.214087519867462,24.397610999585595,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,14,3,23.02235899696825,23.245453639974585,23.382289000437595,0.0
resnet_manual_script,sequential,numactl,torch,default,1,1,15,3,22.473580000223592,22.771868129893846,23.093462998076575,0.0
