benchmark,topology,pinning,allocator,instance_id,interop_threads,intraop_threads,batch_size,latency(min),latency(avg),latency(max),flops
resnet_manual_script,sequential,numactl,default,1,1,10,16,165.3734080027789,167.3898613597703,185.81475500104716,0.0
resnet_manual_script,sequential,numactl,default,1,1,11,16,148.82861899968702,150.26563893043203,171.595237996371,0.0
resnet_manual_script,sequential,numactl,default,1,1,12,16,136.8828479971853,138.53644560003886,158.77477700269083,0.0
resnet_manual_script,sequential,numactl,default,1,1,13,16,141.3486270030262,143.13675573983346,164.444296999136,0.0
resnet_manual_script,sequential,numactl,default,1,1,14,16,135.77555299707456,137.49923331968603,160.62010799942072,0.0
resnet_manual_script,sequential,numactl,default,1,1,15,16,124.23421599669382,125.80459449978662,148.91471499868203,0.0
resnet_manual_script,sequential,numactl,default,1,1,16,16,113.41544999595499,117.52493327003322,142.6641619982547,0.0
resnet_manual_script,sequential,numactl,default,1,1,1,32,2203.0259349994594,2266.161351689443,2328.234419997898,0.0
resnet_manual_script,sequential,numactl,default,1,1,2,32,1157.101277000038,1185.650475340226,1214.2336399992928,0.0
resnet_manual_script,sequential,numactl,default,1,1,3,32,831.4981879957486,836.4614749901375,855.3154779947363,0.0
resnet_manual_script,sequential,numactl,default,1,1,4,32,583.7692720015184,621.9344231301511,658.6666310031433,0.0
resnet_manual_script,sequential,numactl,default,1,1,5,32,555.439584000851,579.5298197394732,607.0409719977761,0.0
resnet_manual_script,sequential,numactl,default,1,1,6,32,486.2642840016633,500.16366165036743,532.6865160022862,0.0
resnet_manual_script,sequential,numactl,default,1,1,7,32,433.1928239989793,456.1603728098271,475.8792290012934,0.0
resnet_manual_script,sequential,numactl,default,1,1,8,32,371.44265200186055,386.36816098936833,415.72661499958485,0.0
resnet_manual_script,sequential,numactl,default,1,1,9,32,382.5379280024208,401.7319712196331,424.74937999941176,0.0
resnet_manual_script,sequential,numactl,default,1,1,10,32,363.8402340002358,373.87818492003134,390.5185870025889,0.0
resnet_manual_script,sequential,numactl,default,1,1,11,32,330.98996600165265,347.1408411401353,370.60905399994226,0.0
resnet_manual_script,sequential,numactl,default,1,1,12,32,289.9586149942479,297.75941892017727,326.42392900015693,0.0
resnet_manual_script,sequential,numactl,default,1,1,13,32,305.84513299982063,310.25433645954763,333.8468990041292,0.0
resnet_manual_script,sequential,numactl,default,1,1,14,32,291.4612870008568,307.3020535001706,328.61106900236337,0.0
resnet_manual_script,sequential,numactl,default,1,1,15,32,282.12132200133055,300.9394419997989,324.0883570033475,0.0
resnet_manual_script,sequential,numactl,default,1,1,16,32,266.0907679965021,273.8053321197367,294.2761049998808,0.0
resnet_manual_script,sequential,numactl,default,1,1,1,64,4741.704684995057,4759.539270279565,4777.985337997961,0.0
resnet_manual_script,sequential,numactl,default,1,1,2,64,2476.940153996111,2502.1897913204157,2532.7678879984887,0.0
resnet_manual_script,sequential,numactl,default,1,1,3,64,1714.1651499987347,1722.0064869995258,1746.224312002596,0.0
resnet_manual_script,sequential,numactl,default,1,1,4,64,1309.6744069989654,1320.5661305900867,1345.202447999327,0.0
resnet_manual_script,sequential,numactl,default,1,1,5,64,1244.701329000236,1261.2024795697653,1276.3325539999641,0.0
resnet_manual_script,sequential,numactl,default,1,1,6,64,1056.872305001889,1062.9403401598393,1081.0631280037342,0.0
resnet_manual_script,sequential,numactl,default,1,1,7,64,967.9369730001781,976.9428753496322,990.4827880018274,0.0
resnet_manual_script,sequential,numactl,default,1,1,8,64,841.5978389966767,854.2084034597792,868.6916469960124,0.0
resnet_manual_script,sequential,numactl,default,1,1,9,64,826.8123789966921,830.1563062999048,848.0503490063711,0.0
resnet_manual_script,sequential,numactl,default,1,1,10,64,781.6987249971135,798.366010349564,811.7974619963206,0.0
resnet_manual_script,sequential,numactl,default,1,1,11,64,719.7614140022779,724.1545432400744,743.3313280052971,0.0
resnet_manual_script,sequential,numactl,default,1,1,12,64,679.391971003497,689.2249907004589,703.9172350050649,0.0
resnet_manual_script,sequential,numactl,default,1,1,13,64,686.3719659959315,693.7267973896815,712.0428269990953,0.0
resnet_manual_script,sequential,numactl,default,1,1,14,64,655.6304139958229,658.2122411904129,673.7795650042244,0.0
resnet_manual_script,sequential,numactl,default,1,1,15,64,615.9860109983128,619.6465458298917,639.4652640010463,0.0
resnet_manual_script,sequential,numactl,default,1,1,16,64,589.1003869983251,591.9662815897755,614.1660930006765,0.0
resnet_manual_script,sequential,numactl,default,1,1,1,128,9902.171726003871,9921.448554790186,9940.290687001834,0.0
resnet_manual_script,sequential,numactl,default,1,1,2,128,5044.633098994382,5066.21315301898,5111.196639001719,0.0
resnet_manual_script,sequential,numactl,default,1,1,3,128,3557.258246000856,3566.9821365799,3596.464048998314,0.0
resnet_manual_script,sequential,numactl,default,1,1,4,128,2745.1139179902384,2759.8942717492173,2814.5535530056804,0.0
resnet_manual_script,sequential,numactl,default,1,1,5,128,2550.8242229989264,2557.944935209671,2581.92856599635,0.0
resnet_manual_script,sequential,numactl,default,1,1,6,128,2221.3816349976696,2227.1086971800833,2249.627466997481,0.0
resnet_manual_script,sequential,numactl,default,1,1,7,128,1984.1921769984765,1989.784763619391,2007.080754992785,0.0
resnet_manual_script,sequential,numactl,default,1,1,8,128,1719.6801520040026,1728.7400029400305,1755.9695280069718,0.0
resnet_manual_script,sequential,numactl,default,1,1,9,128,1736.3879280019319,1742.59524389141,1763.6029469867935,0.0
resnet_manual_script,sequential,numactl,default,1,1,10,128,1608.8150650030002,1613.3753275906201,1631.774793000659,0.0
resnet_manual_script,sequential,numactl,default,1,1,11,128,1512.7780620096019,1517.4308675898646,1537.6268859981792,0.0
resnet_manual_script,sequential,numactl,default,1,1,12,128,1393.0625899956794,1397.6414905801357,1417.474019996007,0.0
resnet_manual_script,sequential,numactl,default,1,1,13,128,1404.2900409986032,1408.983960969781,1426.863967004465,0.0
resnet_manual_script,sequential,numactl,default,1,1,14,128,1336.0004060086794,1340.5323098208464,1355.0796050112695,0.0
resnet_manual_script,sequential,numactl,default,1,1,15,128,1282.106943996041,1286.3387793806032,1304.512473012437,0.0
resnet_manual_script,sequential,numactl,default,1,1,16,128,1224.9121650093002,1229.7558688804565,1249.6771799924318,0.0
resnet_manual_script,sequential,numactl,default,1,1,1,256,20088.9912089915,20115.261654221104,20153.313016009633,0.0
resnet_manual_script,sequential,numactl,default,1,1,2,256,10224.223127996083,10257.050698680832,10313.04025001009,0.0
resnet_manual_script,sequential,numactl,default,1,1,3,256,7201.848090000567,7223.94096936041,7318.869615992298,0.0
resnet_manual_script,sequential,numactl,default,1,1,4,256,5555.332383999485,5580.027594708663,5631.873809994431,0.0
resnet_manual_script,sequential,numactl,default,1,1,5,256,5153.996750988881,5168.937234090117,5208.52477500739,0.0
resnet_manual_script,sequential,numactl,default,1,1,6,256,4512.044022994814,4524.259695859946,4555.078046993003,0.0
resnet_manual_script,sequential,numactl,default,1,1,7,256,4001.553628986585,4013.1006731781235,4032.646212988766,0.0
resnet_manual_script,sequential,numactl,default,1,1,8,256,3472.919406995061,3486.055514069303,3524.0789450035663,0.0
resnet_manual_script,sequential,numactl,default,1,1,9,256,3527.9278550005984,3535.7399117395107,3565.047437994508,0.0
resnet_manual_script,sequential,numactl,default,1,1,10,256,3252.686816995265,3262.0588109297387,3289.307598999585,0.0
resnet_manual_script,sequential,numactl,default,1,1,11,256,3057.4372800037963,3065.316474490246,3088.8802660047077,0.0
resnet_manual_script,sequential,numactl,default,1,1,12,256,2810.849679997773,2819.420973830711,2840.3815860074246,0.0
resnet_manual_script,sequential,numactl,default,1,1,13,256,2850.912216992583,2858.594639569201,2885.327869997127,0.0
resnet_manual_script,sequential,numactl,default,1,1,14,256,2697.4528319988167,2705.356581650558,2727.6277039927663,0.0
resnet_manual_script,sequential,numactl,default,1,1,15,256,2589.81576700171,2596.2164058904455,2619.2339669942157,0.0
resnet_manual_script,sequential,numactl,default,1,1,16,256,2466.301102002035,2477.0478867393103,2510.949621995678,0.0
resnet_manual_script,sequential,numactl,default,1,1,1,512,40987.495242996374,41044.17530465944,41080.368907001684,0.0
resnet_manual_script,sequential,numactl,default,1,1,2,512,20633.06515100703,20728.611915500514,20887.49507299508,0.0
resnet_manual_script,sequential,numactl,default,1,1,3,512,14504.398550998303,14560.82488141983,14703.658013997483,0.0
resnet_manual_script,sequential,numactl,default,1,1,4,512,11226.518473005854,11272.691176400549,11370.909920995473,0.0
resnet_manual_script,sequential,numactl,default,1,1,5,512,10379.308621995733,10409.752271789475,10471.020143988426,0.0
resnet_manual_script,sequential,numactl,default,1,1,6,512,9039.511312003015,9063.203961049876,9127.985846003867,0.0
resnet_manual_script,sequential,numactl,default,1,1,7,512,8053.1779440061655,8076.682191429718,8157.607631001156,0.0
resnet_manual_script,sequential,numactl,default,1,1,8,512,6998.042396007804,7026.038046740141,7113.052743996377,0.0
resnet_manual_script,sequential,numactl,default,1,1,9,512,7051.765793003142,7071.459620770038,7114.570958001423,0.0
resnet_manual_script,sequential,numactl,default,1,1,10,512,6544.641248998232,6560.12276052963,6596.436180989258,0.0
resnet_manual_script,sequential,numactl,default,1,1,11,512,6153.361340999254,6170.041144459974,6219.732785000815,0.0
resnet_manual_script,sequential,numactl,default,1,1,12,512,5657.33806201024,5672.851351370773,5712.392842993722,0.0
resnet_manual_script,sequential,numactl,default,1,1,13,512,5687.515738987713,5699.195590589661,5726.591911006835,0.0
resnet_manual_script,sequential,numactl,default,1,1,14,512,5455.197281000437,5469.28032233991,5511.4908540126635,0.0
resnet_manual_script,sequential,numactl,default,1,1,15,512,5245.181088001118,5257.930810969847,5301.209808996646,0.0
resnet_manual_script,sequential,numactl,default,1,1,16,512,4976.005200995132,4992.602664019651,5020.085273004952,0.0
resnet_manual_script,sequential,numactl,default,1,1,1,1024,81947.66014399647,82316.81462695982,82418.82311301015,0.0
resnet_manual_script,sequential,numactl,default,1,1,2,1024,41655.68013599841,41882.63341537007,42107.44443599833,0.0
resnet_manual_script,sequential,numactl,default,1,1,3,1024,29103.369907999877,29397.125308690156,29611.336254005437,0.0
resnet_manual_script,sequential,numactl,default,1,1,4,1024,22430.943889994523,22604.386181880545,22888.632510992466,0.0
resnet_manual_script,sequential,numactl,default,1,1,5,1024,20766.233781003393,20875.583909240668,21099.739295998006,0.0
resnet_manual_script,sequential,numactl,default,1,1,6,1024,18013.112936008838,18096.990480150416,18295.632323002792,0.0
resnet_manual_script,sequential,numactl,default,1,1,7,1024,16114.389631999074,16200.026660950098,16351.96071700193,0.0
resnet_manual_script,sequential,numactl,default,1,1,8,1024,14006.032010991476,14080.420967039245,14237.994081006036,0.0
resnet_manual_script,sequential,numactl,default,1,1,9,1024,14157.986965001328,14211.485575869883,14312.720668007387,0.0
resnet_manual_script,sequential,numactl,default,1,1,10,1024,13087.781490001362,13134.394685379666,13250.506173004396,0.0
resnet_manual_script,sequential,numactl,default,1,1,11,1024,12303.695839000284,12349.082115789643,12483.188737998717,0.0
resnet_manual_script,sequential,numactl,default,1,1,12,1024,11338.756402998115,11398.90876263933,11529.804820005666,0.0
resnet_manual_script,sequential,numactl,default,1,1,13,1024,11412.76689300139,11452.358108349872,11518.26344699657,0.0
resnet_manual_script,sequential,numactl,default,1,1,14,1024,10877.45449601789,10914.761066600913,11025.19788700738,0.0
resnet_manual_script,sequential,numactl,default,1,1,15,1024,10439.028591004899,10474.716409999819,10585.583456006134,0.0
resnet_manual_script,sequential,numactl,default,1,1,16,1024,9921.13590799272,9959.316865139699,10046.344647009391,0.0
resnet_manual_script,interleave,numactl,default,1,1,1,1,58.29088797327131,58.75725377118215,61.041205015499145,0.0
resnet_manual_script,interleave,numactl,default,1,1,2,1,35.50729004200548,37.10111470427364,58.72383195674047,0.0
resnet_manual_script,interleave,numactl,default,1,1,3,1,24.718820000998676,25.621746219694614,42.9724240093492,0.0
resnet_manual_script,interleave,numactl,default,1,1,4,1,19.203362986445427,20.017988826148212,46.89648799831048,0.0
resnet_manual_script,interleave,numactl,default,1,1,5,1,16.63628197275102,17.411357749369927,55.85614003939554,0.0
resnet_manual_script,interleave,numactl,default,1,1,6,1,15.335149015299976,15.964214229607022,38.437384995631874,0.0
resnet_manual_script,interleave,numactl,default,1,1,7,1,13.526743045076728,14.12705831869971,31.38793900143355,0.0
resnet_manual_script,interleave,numactl,default,1,1,8,1,12.428892019670457,13.21954747196287,36.3251130329445,0.0
resnet_manual_script,interleave,numactl,default,1,1,9,1,13.746117998380214,14.351217818912119,35.309635975863785,0.0
resnet_manual_script,interleave,numactl,default,1,1,10,1,13.079891039524227,14.136037437710911,55.19295501289889,0.0
resnet_manual_script,interleave,numactl,default,1,1,11,1,12.221175013110042,12.859073653817177,34.03874603100121,0.0
resnet_manual_script,interleave,numactl,default,1,1,12,1,12.07283401163295,12.742012379458174,45.40878301486373,0.0
resnet_manual_script,interleave,numactl,default,1,1,13,1,11.732042010407895,11.820526091032661,12.030571000650525,0.0
resnet_manual_script,interleave,numactl,default,1,1,14,1,11.145751981530339,11.230668367352337,11.509025993291289,0.0
resnet_manual_script,interleave,numactl,default,1,1,15,1,10.934480000287294,11.026793761993758,11.417745030485094,0.0
resnet_manual_script,interleave,numactl,default,1,1,16,1,10.830706974957138,11.074855359038338,11.697837966494262,0.0
resnet_manual_script,interleave,numactl,default,1,1,1,2,110.70836300496012,111.36928971856833,113.56839101063088,0.0
resnet_manual_script,interleave,numactl,default,1,1,2,2,58.376707951538265,60.859673190279864,99.72297097556293,0.0
resnet_manual_script,interleave,numactl,default,1,1,3,2,43.314217997249216,44.76253816043027,77.45113898999989,0.0
resnet_manual_script,interleave,numactl,default,1,1,4,2,34.19274900807068,35.62757992884144,70.19481802126393,0.0
resnet_manual_script,interleave,numactl,default,1,1,5,2,29.03852198505774,30.02632968185935,53.023922024294734,0.0
resnet_manual_script,interleave,numactl,default,1,1,6,2,25.938204023987055,26.838385679293424,61.83683703420684,0.0
resnet_manual_script,interleave,numactl,default,1,1,7,2,22.784064989537,23.66527192934882,58.20734897861257,0.0
resnet_manual_script,interleave,numactl,default,1,1,8,2,20.547993015497923,21.323887127800845,51.1759229702875,0.0
resnet_manual_script,interleave,numactl,default,1,1,9,2,20.818270975723863,23.176770079298876,131.27191603416577,0.0
resnet_manual_script,interleave,numactl,default,1,1,10,2,20.2049880172126,21.432951971073635,59.01071400148794,0.0
resnet_manual_script,interleave,numactl,default,1,1,11,2,19.28398897871375,20.11521411011927,57.246013020630926,0.0
resnet_manual_script,interleave,numactl,default,1,1,12,2,17.18271098798141,17.858999201562256,62.76842899387702,0.0
resnet_manual_script,interleave,numactl,default,1,1,13,2,16.97017200058326,17.951470036641695,70.7008889876306,0.0
resnet_manual_script,interleave,numactl,default,1,1,14,2,16.596950008533895,16.69468596985098,16.943965980317444,0.0
resnet_manual_script,interleave,numactl,default,1,1,15,2,16.191365022677928,16.32542086124886,16.952510981354862,0.0
resnet_manual_script,interleave,numactl,default,1,1,16,2,15.139292983803898,15.358032322255895,15.872680000029504,0.0
resnet_manual_script,interleave,numactl,default,1,1,1,4,215.14738199766725,216.6250527719967,218.261067988351,0.0
resnet_manual_script,interleave,numactl,default,1,1,2,4,110.99642497720197,114.97497674368788,170.8039400400594,0.0
resnet_manual_script,interleave,numactl,default,1,1,3,4,77.48234301107004,79.44458607817069,120.72202796116471,0.0
resnet_manual_script,interleave,numactl,default,1,1,4,4,56.83086300268769,59.01402471237816,108.14782202942297,0.0
resnet_manual_script,interleave,numactl,default,1,1,5,4,53.35093301255256,54.94680141971912,90.94152401667088,0.0
resnet_manual_script,interleave,numactl,default,1,1,6,4,43.463930021971464,44.839781349292025,81.36539102997631,0.0
resnet_manual_script,interleave,numactl,default,1,1,7,4,40.20779702113941,41.600548617425375,96.55512095196173,0.0
resnet_manual_script,interleave,numactl,default,1,1,8,4,35.97091499250382,37.394553550402634,81.66075602639467,0.0
resnet_manual_script,interleave,numactl,default,1,1,9,4,35.641463997308165,37.072806081268936,95.04281898261979,0.0
resnet_manual_script,interleave,numactl,default,1,1,10,4,33.853054977953434,35.376944490126334,78.8168940343894,0.0
resnet_manual_script,interleave,numactl,default,1,1,11,4,30.95317695988342,32.17208798159845,64.78100101230666,0.0
resnet_manual_script,interleave,numactl,default,1,1,12,4,30.05875798407942,31.338508843327872,75.56106499396265,0.0
resnet_manual_script,interleave,numactl,default,1,1,13,4,27.84450800390914,29.063955841120332,76.25194900901988,0.0
resnet_manual_script,interleave,numactl,default,1,1,14,4,27.448731008917093,28.77633316675201,88.32376002101228,0.0
resnet_manual_script,interleave,numactl,default,1,1,15,4,25.87850799318403,27.300603560870513,112.81595902983099,0.0
resnet_manual_script,interleave,numactl,default,1,1,16,4,24.90106603363529,25.806732251076028,74.09810501849279,0.0
resnet_manual_script,interleave,numactl,default,1,1,1,8,436.32505100686103,438.98452180612367,441.3401609635912,0.0
resnet_manual_script,interleave,numactl,default,1,1,2,8,221.20173898292705,224.49094383686315,261.2565699964762,0.0
resnet_manual_script,interleave,numactl,default,1,1,3,8,151.33167197927833,156.13510276773013,207.84872496733442,0.0
resnet_manual_script,interleave,numactl,default,1,1,4,8,112.24248702637851,116.1702851584414,157.47583901975304,0.0
resnet_manual_script,interleave,numactl,default,1,1,5,8,100.41462304070592,103.23081021837424,137.05052895238623,0.0
resnet_manual_script,interleave,numactl,default,1,1,6,8,82.89883797988296,85.12225407874212,118.78268700093031,0.0
resnet_manual_script,interleave,numactl,default,1,1,7,8,77.69090100191534,79.72519185510464,107.55943902768195,0.0
resnet_manual_script,interleave,numactl,default,1,1,8,8,62.30013200547546,67.46790046046954,148.3931679977104,0.0
resnet_manual_script,interleave,numactl,default,1,1,9,8,66.86841603368521,74.6023403480649,201.42067596316338,0.0
resnet_manual_script,interleave,numactl,default,1,1,10,8,61.84415804455057,64.01300426630769,127.58500798372552,0.0
resnet_manual_script,interleave,numactl,default,1,1,11,8,57.383314007893205,59.2486890492728,123.69877600576729,0.0
resnet_manual_script,interleave,numactl,default,1,1,12,8,54.08475594595075,55.34945184306707,127.89490999421105,0.0
resnet_manual_script,interleave,numactl,default,1,1,13,8,50.15620595077053,52.21681297814939,112.81563696684316,0.0
resnet_manual_script,interleave,numactl,default,1,1,14,8,47.967540042009205,50.50005274300929,102.1332010277547,0.0
resnet_manual_script,interleave,numactl,default,1,1,15,8,43.95604401361197,47.881706393673085,160.3967149858363,0.0
resnet_manual_script,interleave,numactl,default,1,1,16,8,43.44986903015524,45.07528767164331,82.55646098405123,0.0
resnet_manual_script,interleave,numactl,default,1,1,1,16,968.419487006031,971.624255166389,975.2574000158347,0.0
resnet_manual_script,interleave,numactl,default,1,1,2,16,506.5760969882831,518.0415503226686,574.256130028516,0.0
resnet_manual_script,interleave,numactl,default,1,1,3,16,352.6891460060142,363.9215423085261,395.99933999124914,0.0
resnet_manual_script,interleave,numactl,default,1,1,4,16,259.849441004917,265.90498524252325,311.2941330182366,0.0
resnet_manual_script,interleave,numactl,default,1,1,5,16,229.35720201348886,234.69572078145575,261.62052497966215,0.0
resnet_manual_script,interleave,numactl,default,1,1,6,16,197.30013998923823,199.3463515804615,226.91526601556689,0.0
resnet_manual_script,interleave,numactl,default,1,1,7,16,171.19666800135747,176.10207839577924,212.4530469882302,0.0
resnet_manual_script,interleave,numactl,default,1,1,8,16,151.95738099282607,154.88208176160697,188.64631396718323,0.0
resnet_manual_script,interleave,numactl,default,1,1,9,16,139.1508469823748,150.56597230024636,195.81166899297386,0.0
resnet_manual_script,interleave,numactl,default,1,1,10,16,139.45209403755143,146.77737077116035,178.31459001172334,0.0
resnet_manual_script,interleave,numactl,default,1,1,11,16,139.75516200298443,143.15820845775306,175.57184596080333,0.0
resnet_manual_script,interleave,numactl,default,1,1,12,16,123.64291300764307,127.06719158799388,173.48155402578413,0.0
resnet_manual_script,interleave,numactl,default,1,1,13,16,118.49004303803667,120.99642584158573,171.9479759922251,0.0
resnet_manual_script,interleave,numactl,default,1,1,14,16,117.2342739882879,120.75158102670684,205.4519199882634,0.0
resnet_manual_script,interleave,numactl,default,1,1,15,16,105.14667700044811,110.35407446906902,145.83248394774273,0.0
resnet_manual_script,interleave,numactl,default,1,1,16,16,99.22569303307682,105.40851450467017,145.64923901343718,0.0
resnet_manual_script,interleave,numactl,default,1,1,1,32,2228.329342964571,2270.729233659804,2283.8051699800417,0.0
resnet_manual_script,interleave,numactl,default,1,1,2,32,1142.4827980226837,1193.635010009748,1249.0387649741024,0.0
resnet_manual_script,interleave,numactl,default,1,1,3,32,810.68692705594,834.1834572877269,994.6861899807118,0.0
resnet_manual_script,interleave,numactl,default,1,1,4,32,574.8757590190507,617.0089807279874,662.23820700543,0.0
resnet_manual_script,interleave,numactl,default,1,1,5,32,512.5807610456832,516.2960914016003,545.2663649921305,0.0
resnet_manual_script,interleave,numactl,default,1,1,6,32,460.50243597710505,473.314375312184,494.24988200189546,0.0
resnet_manual_script,interleave,numactl,default,1,1,7,32,391.3943250081502,405.55530115321744,444.7047150461003,0.0
resnet_manual_script,interleave,numactl,default,1,1,8,32,365.11604697443545,373.6944547906751,401.19151899125427,0.0
resnet_manual_script,interleave,numactl,default,1,1,9,32,344.88053899258375,351.78678464202676,389.1591010033153,0.0
resnet_manual_script,interleave,numactl,default,1,1,10,32,328.13807000638917,342.1021578006912,378.5706839989871,0.0
resnet_manual_script,interleave,numactl,default,1,1,11,32,320.2983550145291,326.6510107310023,358.8341400027275,0.0
resnet_manual_script,interleave,numactl,default,1,1,12,32,290.39748600916937,300.3458175860578,329.00105795124546,0.0
resnet_manual_script,interleave,numactl,default,1,1,13,32,262.4354379950091,274.98667192528956,318.27805895591155,0.0
resnet_manual_script,interleave,numactl,default,1,1,14,32,242.84297099802643,260.7589789509075,308.3145449636504,0.0
resnet_manual_script,interleave,numactl,default,1,1,15,32,247.8427129681222,262.31732104031835,290.4114770353772,0.0
resnet_manual_script,interleave,numactl,default,1,1,16,32,245.57663599262014,260.9025595430285,318.3666839613579,0.0
resnet_manual_script,interleave,numactl,default,1,1,1,64,4662.621711031534,4672.050701400149,4682.981922000181,0.0
resnet_manual_script,interleave,numactl,default,1,1,2,64,2540.3444009716623,2572.012955319369,2604.019763006363,0.0
resnet_manual_script,interleave,numactl,default,1,1,3,64,1695.3734940034337,1705.7248277321924,1733.364982996136,0.0
resnet_manual_script,interleave,numactl,default,1,1,4,64,1339.9376299930736,1359.3840504070977,1381.9651730009355,0.0
resnet_manual_script,interleave,numactl,default,1,1,5,64,1146.4465459575877,1170.1709282712545,1195.9481030353345,0.0
resnet_manual_script,interleave,numactl,default,1,1,6,64,971.7516279779375,979.0527452278184,999.1224450059235,0.0
resnet_manual_script,interleave,numactl,default,1,1,7,64,856.4694339875132,866.8724330118857,890.4415559954941,0.0
resnet_manual_script,interleave,numactl,default,1,1,8,64,763.6388060054742,771.6622448299313,798.6197270220146,0.0
resnet_manual_script,interleave,numactl,default,1,1,9,64,755.3701379802078,765.186434770585,798.4088530065492,0.0
resnet_manual_script,interleave,numactl,default,1,1,10,64,733.6903680115938,741.4039810397662,775.0836490304209,0.0
resnet_manual_script,interleave,numactl,default,1,1,11,64,657.3370469850488,667.1921773056965,695.8374769892544,0.0
resnet_manual_script,interleave,numactl,default,1,1,12,64,619.7488069883548,627.2133569128346,710.7313019805588,0.0
resnet_manual_script,interleave,numactl,default,1,1,13,64,608.0206249607727,636.2278054765193,862.1681680087931,0.0
resnet_manual_script,interleave,numactl,default,1,1,14,64,577.6779360021465,591.7767661018297,611.7420899681747,0.0
resnet_manual_script,interleave,numactl,default,1,1,15,64,560.1621060050093,572.7148028922966,603.4882040112279,0.0
resnet_manual_script,interleave,numactl,default,1,1,16,64,529.413940035738,540.2896565123228,570.3539839596488,0.0
resnet_manual_script,interleave,numactl,default,1,1,1,128,9786.457052978221,9790.860789714498,9796.990561007988,0.0
resnet_manual_script,interleave,numactl,default,1,1,2,128,5184.652646014001,5207.4849530891515,5253.0938680283725,0.0
resnet_manual_script,interleave,numactl,default,1,1,3,128,3433.8327149744146,3451.854450929095,3551.9441689830273,0.0
resnet_manual_script,interleave,numactl,default,1,1,4,128,2739.9429609649815,2758.049558531493,2828.042857989203,0.0
resnet_manual_script,interleave,numactl,default,1,1,5,128,2349.7567359590903,2370.5061274784384,2444.377120002173,0.0
resnet_manual_script,interleave,numactl,default,1,1,6,128,2047.9903709492646,2075.947738927207,2161.0996950184926,0.0
resnet_manual_script,interleave,numactl,default,1,1,7,128,1829.292353009805,1841.020036971895,1874.100136978086,0.0
resnet_manual_script,interleave,numactl,default,1,1,8,128,1584.7558249952272,1600.0298692390788,1642.0362620265223,0.0
resnet_manual_script,interleave,numactl,default,1,1,9,128,1597.2434880095534,1614.4165563891875,1691.8478020234033,0.0
resnet_manual_script,interleave,numactl,default,1,1,10,128,1503.120865963865,1516.4218295569299,1554.3814760167152,0.0
resnet_manual_script,interleave,numactl,default,1,1,11,128,1393.6773579916917,1405.7201151445042,1520.3114159521647,0.0
resnet_manual_script,interleave,numactl,default,1,1,12,128,1287.5380300101824,1303.8024915615097,1339.8542899522,0.0
resnet_manual_script,interleave,numactl,default,1,1,13,128,1279.555563989561,1294.682136749616,1387.5222430215217,0.0
resnet_manual_script,interleave,numactl,default,1,1,14,128,1186.7175249499269,1204.4426958117401,1248.9899420179427,0.0
resnet_manual_script,interleave,numactl,default,1,1,15,128,1140.1414679712616,1152.0098751201294,1201.6143529908732,0.0
resnet_manual_script,interleave,numactl,default,1,1,16,128,1135.9136719838716,1152.2868106304668,1209.6924829529598,0.0
resnet_manual_script,interleave,numactl,default,1,1,1,256,19817.869118007366,19832.899999527726,19851.834675006103,0.0
resnet_manual_script,interleave,numactl,default,1,1,2,256,10461.29532600753,10499.869563846732,10620.35618594382,0.0
resnet_manual_script,interleave,numactl,default,1,1,3,256,7149.878760974389,7179.298424709123,7285.250929009635,0.0
resnet_manual_script,interleave,numactl,default,1,1,4,256,5507.511648000218,5544.003906661528,5788.655626995023,0.0
resnet_manual_script,interleave,numactl,default,1,1,5,256,4778.844868997112,4797.389983984758,4858.079024008475,0.0
resnet_manual_script,interleave,numactl,default,1,1,6,256,4104.605028987862,4173.568033389165,4317.101294989698,0.0
resnet_manual_script,interleave,numactl,default,1,1,7,256,3683.931881969329,3700.188605602598,3740.6587449950166,0.0
resnet_manual_script,interleave,numactl,default,1,1,8,256,3218.3475560159422,3258.953304767492,3437.5886289635673,0.0
resnet_manual_script,interleave,numactl,default,1,1,9,256,3217.301992990542,3234.9656432587653,3276.3385879807174,0.0
resnet_manual_script,interleave,numactl,default,1,1,10,256,2978.12226699898,2994.3251528020483,3027.8157020220533,0.0
resnet_manual_script,interleave,numactl,default,1,1,11,256,2800.457325007301,2831.1318726744503,2958.8735790457577,0.0
resnet_manual_script,interleave,numactl,default,1,1,12,256,2625.0315430224873,2639.479261667584,2752.759296039585,0.0
resnet_manual_script,interleave,numactl,default,1,1,13,256,2572.867206996307,2588.8604707980994,2636.6849149926566,0.0
resnet_manual_script,interleave,numactl,default,1,1,14,256,2398.302298039198,2414.9646779923933,2452.5247209821828,0.0
resnet_manual_script,interleave,numactl,default,1,1,15,256,2373.6505649867468,2402.4551542499103,2537.8566999570467,0.0
resnet_manual_script,interleave,numactl,default,1,1,16,256,2202.331056992989,2230.480772492592,2334.058406006079,0.0
resnet_manual_script,interleave,numactl,default,1,1,1,512,40398.098278965335,40481.09475445934,40517.475177999586,0.0
resnet_manual_script,interleave,numactl,default,1,1,2,512,21116.96736398153,21316.93832488847,22643.41219502967,0.0
resnet_manual_script,interleave,numactl,default,1,1,3,512,14427.778778015636,14507.185792882228,14893.113514001016,0.0
resnet_manual_script,interleave,numactl,default,1,1,4,512,11111.845556995831,11198.955998627353,12763.761320966296,0.0
