benchmark,topology,pinning,allocator,instance_id,interop_threads,intraop_threads,batch_size,latency(min),latency(avg),latency(max),flops
resnet_manual_script,sequential,numactl,default,1,1,11,8,62.543856001866516,63.380128249846166,80.72612599789863,0.0
resnet_manual_script,sequential,numactl,default,1,1,12,8,57.972333997895475,58.54653086986218,77.56175400572829,0.0
resnet_manual_script,sequential,numactl,default,1,1,13,8,58.38753799616825,59.37076817994239,78.58922200102825,0.0
resnet_manual_script,sequential,numactl,default,1,1,14,8,54.82691699580755,55.7077877199481,75.43680399976438,0.0
resnet_manual_script,sequential,numactl,default,1,1,15,8,52.25419600174064,53.08693061037047,71.5415859958739,0.0
resnet_manual_script,sequential,numactl,default,1,1,16,8,48.877319000894204,49.63094208025723,65.51762400340522,0.0
resnet_manual_script,sequential,numactl,default,1,1,1,16,991.5618609957164,994.2823861401848,995.5864710063906,0.0
resnet_manual_script,sequential,numactl,default,1,1,2,16,513.6644309968688,526.1767672999849,553.3040609952877,0.0
resnet_manual_script,sequential,numactl,default,1,1,3,16,350.8074330020463,353.7061326597177,375.9344369973405,0.0
resnet_manual_script,sequential,numactl,default,1,1,4,16,281.757087999722,286.14204795027035,307.6565590017708,0.0
resnet_manual_script,sequential,numactl,default,1,1,5,16,248.74485700274818,252.49319565999028,269.1244150046259,0.0
resnet_manual_script,sequential,numactl,default,1,1,6,16,215.17308699549176,219.49601137981517,241.22236199764302,0.0
resnet_manual_script,sequential,numactl,default,1,1,7,16,190.97745299950475,192.50975286013272,209.05631100322353,0.0
resnet_manual_script,sequential,numactl,default,1,1,8,16,164.57940499822143,170.05779863990028,189.88564600294922,0.0
resnet_manual_script,sequential,numactl,default,1,1,9,16,172.7644060010789,174.52722892972815,195.26395400316687,0.0
