benchmark,topology,pinning,allocator,instance_id,interop_threads,intraop_threads,batch_size,throughput
resnet_manual_script,interleave,numactl,default,1,1,4,2,56.1362855404318
resnet_manual_script,interleave,numactl,default,1,1,5,2,66.60820756951577
resnet_manual_script,interleave,numactl,default,1,1,6,2,74.52013037963967
resnet_manual_script,interleave,numactl,default,1,1,7,2,84.51202276360374
resnet_manual_script,interleave,numactl,default,1,1,8,2,93.79153003452716
resnet_manual_script,interleave,numactl,default,1,1,9,2,86.29330114407824
resnet_manual_script,interleave,numactl,default,1,1,10,2,93.31425753667727
resnet_manual_script,interleave,numactl,default,1,1,11,2,99.4272290143742
resnet_manual_script,interleave,numactl,default,1,1,12,2,111.98835821802632
resnet_manual_script,interleave,numactl,default,1,1,13,2,111.41148863673529
resnet_manual_script,interleave,numactl,default,1,1,14,2,119.79859960300004
resnet_manual_script,interleave,numactl,default,1,1,15,2,122.50832716645839
resnet_manual_script,interleave,numactl,default,1,1,16,2,130.22501568132043
resnet_manual_script,interleave,numactl,default,1,1,1,4,18.4650849419993
resnet_manual_script,interleave,numactl,default,1,1,2,4,34.790178813579104
resnet_manual_script,interleave,numactl,default,1,1,3,4,50.34956058634556
resnet_manual_script,interleave,numactl,default,1,1,4,4,67.78049827130333
resnet_manual_script,interleave,numactl,default,1,1,5,4,72.79768606447934
resnet_manual_script,interleave,numactl,default,1,1,6,4,89.20650100500893
resnet_manual_script,interleave,numactl,default,1,1,7,4,96.15257810144612
resnet_manual_script,interleave,numactl,default,1,1,8,4,106.96744900587083
resnet_manual_script,interleave,numactl,default,1,1,9,4,107.89579810148234
resnet_manual_script,interleave,numactl,default,1,1,10,4,113.06798983491623
