benchmark,topology,interop_threads,intraop_threads,batch_size,latency(min),latency(avg),latency(max),flops
resnet_manual_script,sequential,1,8,16,203.2972350716591,204.36599850654602,217.9546933621168,621.6710059375681
resnet_manual_script,sequential,1,9,16,183.85188654065132,187.74040022864938,201.0305244475603,676.7239002168286
resnet_manual_script,sequential,1,10,16,161.30010597407818,162.5152089074254,176.46734043955803,781.763237577176
resnet_manual_script,sequential,1,11,16,150.8307997137308,152.15662652626634,167.31492057442665,834.9844418315099
resnet_manual_script,sequential,1,12,16,139.1406636685133,140.38266595453024,155.82884848117828,905.0149817795227
resnet_manual_script,sequential,1,13,16,138.8099640607834,139.97570671141148,156.2808584421873,907.6461827260946
resnet_manual_script,sequential,1,14,16,131.64970092475414,133.10437697917223,150.17694421112537,954.5021640488964
resnet_manual_script,sequential,1,15,16,137.45944760739803,138.5540021955967,152.5691393762827,916.959552648979
resnet_manual_script,sequential,1,16,16,119.53233182430267,124.56357097253203,148.88053573668003,1019.948407701124
resnet_manual_script,sequential,1,17,16,115.4841985553503,116.35273091495037,129.5124962925911,1091.924657650432
resnet_manual_script,sequential,1,18,16,117.38496832549572,120.43557653203607,131.3918326050043,1054.9076903136252
resnet_manual_script,sequential,1,1,32,2899.5480611920357,2922.906374000013,3057.382872328162,86.93293539446053
resnet_manual_script,sequential,1,2,32,1515.9419905394316,1548.9459699206054,1588.1860591471195,164.04499311749674
resnet_manual_script,sequential,1,3,32,1029.3072368949652,1056.160210762173,1094.4050662219524,240.58549866372283
resnet_manual_script,sequential,1,4,32,768.8856050372124,774.4786559976637,830.5633421987295,328.08758383105976
resnet_manual_script,sequential,1,5,32,667.3667635768652,679.329809807241,695.8968639373779,374.0404547344973
resnet_manual_script,sequential,1,6,32,551.7105162143707,574.2337612807751,602.4657431989908,442.4971990644727
resnet_manual_script,sequential,1,7,32,488.66182565689087,503.0975467711687,529.4988490641117,505.06473864913244
resnet_manual_script,sequential,1,8,32,434.4130475074053,446.4371969923377,468.46803091466427,569.1659043799639
resnet_manual_script,sequential,1,9,32,397.3604831844568,410.14206843450665,424.7299637645483,619.5336946167846
resnet_manual_script,sequential,1,10,32,368.9570315182209,381.2648668512702,396.65940403938293,666.4575025585091
resnet_manual_script,sequential,1,11,32,349.59294833242893,357.87630777806044,370.0626064091921,710.0130001692652
resnet_manual_script,sequential,1,12,32,316.18322990834713,332.51262053847313,350.88012367486954,764.1719901142817
resnet_manual_script,sequential,1,13,32,314.9197921156883,330.8520940877497,348.63393753767014,768.0073226545985
resnet_manual_script,sequential,1,14,32,302.8417471796274,311.0086729004979,325.1579776406288,817.008826812666
resnet_manual_script,sequential,1,15,32,288.4697690606117,304.8934414051473,322.067366912961,833.3955292837935
resnet_manual_script,sequential,1,16,32,247.76532500982285,257.19456700608134,281.26264549791813,987.9556708092979
resnet_manual_script,sequential,1,17,32,261.8700973689556,270.41752180084586,293.655326589942,939.6463264763385
resnet_manual_script,sequential,1,18,32,253.3663995563984,261.3667543977499,282.81176649034023,972.1849726469554
