benchmark,topology,pinning,allocator,instance_id,interop_threads,intraop_threads,batch_size,latency(min),latency(avg),latency(max),flops
bert_manual_script,sequential,numactl,default,1,1,4,8,72.86179601214826,76.73526488768402,103.5414999932982,0.0
bert_manual_script,sequential,numactl,default,1,1,5,8,103.41013199649751,108.84634776739404,130.56886801496148,0.0
bert_manual_script,sequential,numactl,default,1,1,6,8,57.6383660081774,60.47966822225135,77.69102195743471,0.0
bert_manual_script,sequential,numactl,default,1,1,7,8,92.56203199038282,95.2681206719717,114.72944502020255,0.0
bert_manual_script,sequential,numactl,default,1,1,8,8,47.03895497368649,49.65975260711275,63.82574496092275,0.0
bert_manual_script,sequential,numactl,default,1,1,9,8,92.06954896217212,95.9124401275767,129.70640195999295,0.0
bert_manual_script,sequential,numactl,default,1,1,10,8,44.87315099686384,47.186052620527335,60.564863961189985,0.0
bert_manual_script,sequential,numactl,default,1,1,11,8,85.73431702097878,91.18135303782765,129.28010697942227,0.0
bert_manual_script,sequential,numactl,default,1,1,12,8,43.19750698050484,46.317171969567426,70.17092400928959,0.0
bert_manual_script,sequential,numactl,default,1,1,13,8,85.4585479828529,91.31977704411838,148.2586030033417,0.0
bert_manual_script,sequential,numactl,default,1,1,14,8,41.9234280125238,43.4216664894484,68.8546200399287,0.0
bert_manual_script,sequential,numactl,default,1,1,15,8,84.039080014918,89.70776326605119,159.93156196782365,0.0
bert_manual_script,sequential,numactl,default,1,1,16,8,41.76379996351898,42.87328956066631,59.74643595982343,0.0
bert_manual_script,sequential,numactl,default,1,1,1,16,365.1485820300877,371.2700358207803,442.50582199310884,0.0
bert_manual_script,sequential,numactl,default,1,1,2,16,197.74095102911815,206.0683054215042,257.45574303437024,0.0
bert_manual_script,sequential,numactl,default,1,1,3,16,186.30885396851227,195.45062245626468,246.79679400287569,0.0
bert_manual_script,sequential,numactl,default,1,1,4,16,109.54367200611159,114.0556765999645,135.0127499899827,0.0
bert_manual_script,sequential,numactl,default,1,1,5,16,150.3047370351851,158.81038930092473,197.46485399082303,0.0
bert_manual_script,sequential,numactl,default,1,1,6,16,92.05201198346913,97.00328060076572,134.66858101310208,0.0
bert_manual_script,sequential,numactl,default,1,1,7,16,128.11345898080617,135.79080963798333,187.08407698431984,0.0
bert_manual_script,sequential,numactl,default,1,1,8,16,73.2075140113011,78.36345841933507,105.78129097120836,0.0
bert_manual_script,sequential,numactl,default,1,1,9,16,125.24511205265298,134.211203000159,241.88012798549607,0.0
bert_manual_script,sequential,numactl,default,1,1,10,16,66.13310397369787,69.20358608884271,85.44124901527539,0.0
bert_manual_script,sequential,numactl,default,1,1,11,16,104.49587099719793,110.54719893378206,147.2119609825313,0.0
bert_manual_script,sequential,numactl,default,1,1,12,16,61.44173699431121,64.11885668232571,79.43087496096268,0.0
bert_manual_script,sequential,numactl,default,1,1,13,16,102.74529497837648,108.64850959856994,156.83331101899967,0.0
bert_manual_script,sequential,numactl,default,1,1,14,16,59.71647298429161,62.81576380133629,81.3276440021582,0.0
bert_manual_script,sequential,numactl,default,1,1,15,16,99.81439198600128,107.06466713862028,181.03620799956843,0.0
bert_manual_script,sequential,numactl,default,1,1,16,16,56.26828200183809,59.89144738879986,80.27584699448198,0.0
bert_manual_script,sequential,numactl,default,1,1,1,32,633.41140904231,648.6676720203832,778.6249669734389,0.0
bert_manual_script,sequential,numactl,default,1,1,2,32,329.32480599265546,343.9332911086967,408.86775305261835,0.0
bert_manual_script,sequential,numactl,default,1,1,3,32,272.02111203223467,283.1742207199568,342.58719196077436,0.0
bert_manual_script,sequential,numactl,default,1,1,4,32,193.27599002281204,201.02467997174244,252.4598790332675,0.0
bert_manual_script,sequential,numactl,default,1,1,5,32,218.64181198179722,224.43468346551526,260.97523601492867,0.0
bert_manual_script,sequential,numactl,default,1,1,6,32,162.17370302183554,168.56952746980824,199.20023396844044,0.0
bert_manual_script,sequential,numactl,default,1,1,7,32,182.81463795574382,189.87464484816883,233.37830998934805,0.0
bert_manual_script,sequential,numactl,default,1,1,8,32,134.33720701141283,140.7534903998021,187.84835998667404,0.0
bert_manual_script,sequential,numactl,default,1,1,9,32,168.1812369497493,177.76611500186846,264.7025159676559,0.0
bert_manual_script,sequential,numactl,default,1,1,10,32,131.05324702337384,137.5659075769363,197.48460198752582,0.0
bert_manual_script,sequential,numactl,default,1,1,11,32,155.30625794781372,164.50384162948467,305.7104350300506,0.0
bert_manual_script,sequential,numactl,default,1,1,12,32,115.77349895378575,120.97962338011712,174.8368110274896,0.0
bert_manual_script,sequential,numactl,default,1,1,13,32,150.5361840245314,165.0500782317249,341.8569840141572,0.0
bert_manual_script,sequential,numactl,default,1,1,14,32,116.65770597755909,123.73947015381418,192.66163097927347,0.0
bert_manual_script,sequential,numactl,default,1,1,15,32,144.71301704179496,157.25016839860473,370.0573919923045,0.0
bert_manual_script,sequential,numactl,default,1,1,16,32,107.21771494718269,114.07750014972407,160.69778299424797,0.0
bert_manual_script,sequential,numactl,default,1,1,1,64,1163.0156179890037,1193.7322201038478,1454.202312976122,0.0
bert_manual_script,sequential,numactl,default,1,1,2,64,595.3913989942521,621.0742104903329,737.0512950001284,0.0
