benchmark,topology,interop_threads,intraop_threads,batch_size,latency(min),latency(avg),latency(max),flops
resnet_manual_script,interleave,1,6,8,110.3019742295146,112.33545070979744,159.1224791482091,565.4871773658151
resnet_manual_script,interleave,1,7,8,96.68383514508605,98.18534805439413,134.73340589553118,646.9830600876205
resnet_manual_script,interleave,1,8,8,80.01740509644151,81.39091214630753,106.05187900364399,780.4834135021044
resnet_manual_script,interleave,1,9,8,76.22691988945007,77.16809931676835,100.24661710485816,823.1932301356607
resnet_manual_script,interleave,1,10,8,67.7471598610282,71.65366292465478,106.92020179703832,886.5458421406452
resnet_manual_script,interleave,1,11,8,63.769161235541105,66.1448232550174,97.97887736931443,960.3813845731515
resnet_manual_script,interleave,1,12,8,58.822323102504015,59.739945931360126,87.3160669580102,1063.3464083310012
resnet_manual_script,interleave,1,13,8,61.68917426839471,62.7799108531326,89.84857425093651,1011.856437461479
resnet_manual_script,interleave,1,14,8,52.47815791517496,54.24483212642372,100.66296439617872,1171.0656010871141
resnet_manual_script,interleave,1,15,8,49.56932784989476,50.5368232075125,73.72045889496803,1256.9895159250307
resnet_manual_script,interleave,1,16,8,45.795070938766,46.40416036359966,59.113926719874144,1368.9345188503762
resnet_manual_script,interleave,1,17,8,44.571580830961466,46.88884833827615,69.70681203529239,1354.7839025968162
resnet_manual_script,interleave,1,18,8,49.054915085434914,50.11968782637268,69.42327413707972,1267.4511692902827
resnet_manual_script,interleave,1,1,16,1320.5252611078322,1341.896889070049,1356.3064439222217,94.67829768950891
resnet_manual_script,interleave,1,2,16,741.8399644084275,748.228496988304,792.1475362963974,169.79908362670392
resnet_manual_script,interleave,1,3,16,502.07642326131463,505.90417079627514,548.8579240627587,251.13157879688987
