benchmark,topology,interop_threads,intraop_threads,batch_size,latency(min),latency(avg),latency(max),flops
resnet_remote_script,sequential,1,9,32,480.8514751493931,488.26455340720713,489.240319468081,520.408503428849
resnet_remote_script,sequential,1,10,32,448.6018354073167,455.7547212112695,456.5534582361579,557.530210198768
resnet_remote_script,sequential,1,11,32,399.2613600566983,421.9280634075403,431.2098529189825,602.2283122480235
resnet_remote_script,sequential,1,12,32,391.822611913085,402.4505638331175,406.36070165783167,631.3745049724054
resnet_remote_script,sequential,1,13,32,371.6532215476036,372.2346493601799,373.12981951981783,682.625934884777
resnet_remote_script,sequential,1,14,32,355.6149397045374,362.61409387923777,385.00278163701296,700.7367606638659
resnet_remote_script,sequential,1,15,32,344.44292169064283,357.74474021978676,365.1699535548687,710.2746650024569
resnet_remote_script,sequential,1,16,32,350.3974564373493,355.38063775748014,356.17224406450987,714.9996328426919
resnet_remote_script,sequential,1,17,32,336.8656048551202,345.1645075529814,347.02508244663477,736.1620907010467
resnet_remote_script,sequential,1,18,32,311.15963961929083,326.0320601891726,337.3958207666874,779.3620828840146
resnet_remote_script,sequential,1,1,64,6989.370581693947,7005.992337046191,7095.459342002869,72.53705482901806
resnet_remote_script,sequential,1,2,64,3483.4149414673448,3579.359068488702,3631.6076209768653,141.97906400560495
resnet_remote_script,sequential,1,3,64,2464.879953302443,2471.7220618668944,2478.3860566094518,205.6032343297371
resnet_remote_script,sequential,1,4,64,1889.3308732658625,1900.5719473399222,2016.0734290257096,267.3900617102543
resnet_remote_script,sequential,1,5,64,1579.5871997252107,1587.051054900512,1594.8079116642475,320.21279259718415
resnet_remote_script,sequential,1,6,64,1376.2990906834602,1377.431077612564,1378.7018964067101,368.9433602477074
resnet_remote_script,sequential,1,7,64,1187.7277037128806,1227.0356533583254,1244.4759430363774,414.16404559484675
resnet_remote_script,sequential,1,8,64,1072.652092203498,1075.2440266683698,1082.270659506321,472.63136337398026
resnet_remote_script,sequential,1,9,64,997.3669303581119,998.2646064460278,999.1839658468962,509.07750009613915
resnet_remote_script,sequential,1,10,64,952.4959204718471,964.5870621781796,967.8343897685409,526.8514063794543
resnet_remote_script,sequential,1,11,64,852.0722286775708,880.6150849349797,892.9833043366671,577.089876130753
resnet_remote_script,sequential,1,12,64,826.3998972252011,839.3449783977121,844.9226804077625,605.4650511570693
resnet_remote_script,sequential,1,13,64,826.126922853291,827.2402798570693,828.4091977402568,614.3245954752177
resnet_remote_script,sequential,1,14,64,816.8321214616299,825.7716248184443,827.5675363838673,615.4171867987502
resnet_remote_script,sequential,1,15,64,772.5914753973484,784.0305846557021,788.514032959938,648.1814105595989
resnet_remote_script,sequential,1,16,64,733.0143200233579,733.8964398764074,734.7697801887989,692.4601655917326
resnet_remote_script,sequential,1,17,64,672.9715764522552,684.0057661570609,711.6130897775292,742.967494468912
resnet_remote_script,sequential,1,18,64,696.8197813257575,698.3340268302709,701.1855598539114,727.7234543341476
resnet_local_script,sequential,1,1,1,79.0864797309041,79.4656483316794,81.81594125926495,99.92397845742445
resnet_local_script,sequential,1,2,1,41.80795978754759,42.247190214693546,60.14481093734503,187.9538897533188
resnet_local_script,sequential,1,3,1,29.45642825216055,29.995479877106845,44.19257026165724,264.7240105686846
resnet_local_script,sequential,1,4,1,22.803318686783314,23.189866174943745,37.37213183194399,342.4135211517348
resnet_local_script,sequential,1,5,1,19.516128581017256,19.75299078039825,33.10195403173566,401.9909602691521
resnet_local_script,sequential,1,6,1,16.697753686457872,16.93305182736367,25.396896991878748,468.93636262118923
resnet_local_script,sequential,1,7,1,15.197931788861752,15.456584398634732,22.535176016390324,513.7308170556349
resnet_local_script,sequential,1,8,1,13.616591226309538,13.766079181805253,21.835567895323038,576.8181068212263
resnet_local_script,sequential,1,9,1,14.18601581826806,14.401740245521069,23.240411188453436,551.3586272651667
resnet_local_script,sequential,1,10,1,13.238451909273863,13.408074816688895,20.690235309302807,592.2195274534499
resnet_local_script,sequential,1,11,1,12.36490486189723,12.546141417697072,22.33590604737401,632.9056454599996
resnet_local_script,sequential,1,12,1,11.80284097790718,12.046471936628222,17.712241038680077,659.1576167505299
resnet_local_script,sequential,1,13,1,12.117529287934303,12.310897153802216,21.346345078200102,644.999599362876
resnet_local_script,sequential,1,14,1,11.566701345145702,11.755498754791915,22.72953512147069,675.4731464509908
resnet_local_script,sequential,1,15,1,11.354444082826376,11.519687077961862,18.631669227033854,689.3002976783021
resnet_local_script,sequential,1,16,1,10.603857226669788,10.77804648783058,20.091454964131117,736.7312565375917
resnet_local_script,sequential,1,17,1,10.889976285398006,11.110646678134799,25.03525000065565,714.6770086413203
resnet_local_script,sequential,1,18,1,10.854797903448343,11.095102159306407,26.689944323152304,715.6782892115694
resnet_local_script,sequential,1,1,8,599.79411913082,601.7349427053705,603.5378682427108,105.56850272712781
resnet_local_script,sequential,1,2,8,301.2865111231804,315.7658995874226,353.7308517843485,201.1751649655657
resnet_local_script,sequential,1,3,8,201.78287290036678,203.69368940591812,232.50562604516745,311.86168371377323
resnet_local_script,sequential,1,4,8,151.7915721051395,153.1027400912717,180.38560403510928,414.9126064114216
resnet_local_script,sequential,1,5,8,126.00976787507534,128.43976555857807,151.9919168204069,494.584030605601
resnet_local_script,sequential,1,6,8,108.09223912656307,109.75000147242099,130.09634893387556,578.8087115056939
resnet_local_script,sequential,1,7,8,95.19415907561779,97.2437852807343,115.51862116903067,653.2474723871662
resnet_local_script,sequential,1,8,8,79.91137681528926,80.87971192318946,104.03330391272902,785.4164589548521
resnet_local_script,sequential,1,9,8,73.30309459939599,74.1556607466191,91.2365261465311,856.6339548514668
resnet_local_script,sequential,1,10,8,72.55040295422077,73.813870344311,91.79746685549617,860.6005435521233
resnet_local_script,sequential,1,11,8,67.15917121618986,68.22468983475119,84.6348199993372,931.1036384901679
resnet_local_script,sequential,1,12,8,57.56685836240649,58.696758998557925,77.33274064958096,1082.2447103350405
resnet_local_script,sequential,1,13,8,62.57546599954367,63.50322266109287,84.20939603820443,1000.3312316765305
resnet_local_script,sequential,1,14,8,54.559809155762196,54.99098362401128,76.03692216798663,1155.1758625438144
resnet_local_script,sequential,1,15,8,51.417193841189146,52.09489157423377,71.37800799682736,1219.3951272454362
resnet_local_script,sequential,1,16,8,48.29420708119869,49.30728180333972,63.10716597363353,1288.3341895293308
resnet_local_script,sequential,1,17,8,51.74927692860365,52.225130489096045,73.04774038493633,1216.3542023751013
resnet_local_script,sequential,1,18,8,44.54307397827506,44.95148492977023,54.319134913384914,1413.1737147114688
resnet_local_script,sequential,1,1,16,1379.5460839755833,1387.729002586566,1395.691785030067,91.55138567774854
resnet_local_script,sequential,1,2,16,721.2940477766097,729.945044866763,758.5095982067287,174.05216190650376
resnet_local_script,sequential,1,3,16,490.02871196717024,493.2373411860317,515.4843162745237,257.58088961087356
resnet_local_script,sequential,1,4,16,350.88927391916513,353.2787425117567,376.25796627253294,359.62682676207714
resnet_local_script,sequential,1,5,16,308.7447062134743,313.83219338953495,333.40271934866905,404.8294464625074
resnet_local_script,sequential,1,6,16,243.77761594951153,248.12749583274126,267.32321409508586,512.0291594674432
resnet_local_script,sequential,1,7,16,221.11974097788334,224.69128851778805,243.71121358126402,565.4358652268888
resnet_local_script,sequential,1,8,16,188.88362869620323,191.23786132782698,213.17109186202288,664.3481173124435
resnet_local_script,sequential,1,9,16,179.15553227066994,181.6703086066991,201.43803814426064,699.335593726817
resnet_local_script,sequential,1,10,16,154.94807995855808,160.70637742988765,177.101984154433,790.5629830242937
resnet_local_script,sequential,1,11,16,149.3355599232018,150.870706778951,171.28767585381866,842.1019284952764
resnet_local_script,sequential,1,12,16,137.88992213085294,140.35972187295556,162.0810879394412,905.1636141527554
resnet_local_script,sequential,1,13,16,142.3280448652804,144.4707491574809,168.05844102054834,879.4064810552777
resnet_local_script,sequential,1,14,16,126.24217802658677,131.88227014616132,156.2341647222638,963.3479389700814
resnet_local_script,sequential,1,15,16,133.67359060794115,136.21017906349152,157.46495127677917,932.7387571583691
resnet_local_script,sequential,1,16,16,121.88795069232583,124.24094719812274,149.9842368066311,1022.5977505580356
resnet_local_script,sequential,1,17,16,110.09168205782771,113.48395829088986,136.50104170665145,1119.528390138988
resnet_local_script,sequential,1,18,16,109.65670505538583,114.04080959036946,130.35138975828886,1114.0618309213496
resnet_local_script,sequential,1,1,32,2944.5327422581613,3047.6279615983367,3085.9746718779206,83.37534263294334
resnet_local_script,sequential,1,2,32,1446.164123248309,1456.073005241342,1488.3059989660978,174.50843783336524
resnet_local_script,sequential,1,3,32,1014.5662529394031,1066.26820883248,1098.1242819689214,238.30498125253666
resnet_local_script,sequential,1,4,32,808.8833009824157,823.5238265618682,844.7548937983811,308.5484807122465
resnet_local_script,sequential,1,5,32,606.5826490521431,612.821111031808,634.8634259775281,414.63490885321556
resnet_local_script,sequential,1,6,32,552.2076520137489,556.9636264117435,574.7104519978166,456.21834796111995
resnet_local_script,sequential,1,7,32,514.478721190244,525.355327539146,541.2537744268775,483.66698155748
resnet_local_script,sequential,1,8,32,421.4787920936942,424.8272283934057,441.7141489684582,598.1185021424682
resnet_local_script,sequential,1,9,32,392.72205578163266,408.8797796331346,433.4155349060893,621.4467874737835
resnet_local_script,sequential,1,10,32,357.44742630049586,361.1126397177577,375.3699669614434,703.650322831679
resnet_local_script,sequential,1,11,32,352.83662285655737,361.37934636324644,380.10483467951417,703.1310119770657
resnet_local_script,sequential,1,12,32,309.42378798499703,325.2803685190156,345.3348041512072,781.1631137559589
resnet_local_script,sequential,1,13,32,331.9217134267092,336.457238830626,356.64786119014025,755.2134303875492
resnet_local_script,sequential,1,14,32,301.7368009313941,315.2501258207485,335.14224737882614,806.0172057170877
resnet_local_script,sequential,1,15,32,290.57092079892755,302.95002981554717,327.18286802992225,838.7423684054708
resnet_local_script,sequential,1,16,32,272.7040979079902,287.6875742012635,312.9214239306748,883.2394872162123
resnet_local_script,sequential,1,17,32,255.38094202056527,267.50759308226407,303.66147216409445,949.8684601369799
resnet_local_script,sequential,1,18,32,228.47494995221496,237.95478781219572,262.0371370576322,1067.837415049385
resnet_local_script,sequential,1,1,64,6356.9632028229535,6362.715239855461,6399.330373853445,0.0
resnet_local_script,sequential,1,2,64,3244.8755227960646,3260.880862940103,3309.4526948407292,0.0
resnet_local_script,sequential,1,3,64,2215.161258354783,2228.520796992816,2276.11916186288,0.0
resnet_local_script,sequential,1,4,64,1746.1713249795139,1753.3803002769127,1778.302941005677,0.0
resnet_local_script,sequential,1,5,64,1337.7551031298935,1415.2135659428313,1451.4558441005647,0.0
resnet_local_script,sequential,1,6,64,1261.5494527854025,1273.9672410674393,1291.4367821067572,0.0
resnet_local_script,sequential,1,7,64,1084.7794730216265,1093.9175674319267,1115.8652589656413,0.0
resnet_local_script,sequential,1,8,64,951.4258038252592,957.877843962051,982.3059011250734,0.0
resnet_local_script,sequential,1,9,64,866.7683592066169,873.8190462393686,895.5473909154534,0.0
resnet_local_script,sequential,1,10,64,756.2610819004476,796.0262010060251,822.7099711075425,0.0
resnet_local_script,sequential,1,11,64,752.3527331650257,758.663299176842,782.7747529372573,0.0
resnet_local_script,sequential,1,12,64,702.1053596399724,709.654174237512,727.3664367385209,0.0
resnet_local_script,sequential,1,13,64,701.6000929288566,706.6414778586477,727.1274491213262,0.0
resnet_local_script,sequential,1,14,64,671.6143251396716,676.0693068662658,697.975701186806,0.0
resnet_local_script,sequential,1,15,64,640.8551316708326,647.4509407114238,666.739942971617,0.0
resnet_local_script,sequential,1,16,64,573.5620888881385,611.402982850559,642.2150358557701,0.0
resnet_local_script,sequential,1,17,64,590.4383668676019,597.0206467155367,620.0393498875201,0.0
resnet_local_script,sequential,1,18,64,570.4716271720827,575.7488066516817,592.77711994946,0.0
