benchmark,interop_threads,intraop_threads,batch_size,throughput
resnet_manual_none,13,15,8,76.41720615185437
resnet_manual_none,13,16,8,80.6670398152787
resnet_manual_none,13,17,8,93.46087742046977
resnet_manual_none,13,18,8,82.37473237745546
resnet_manual_none,13,19,8,25.643097671719048
resnet_manual_none,14,1,8,9.05481785276545
resnet_manual_none,14,2,8,15.905808555504066
resnet_manual_none,14,3,8,24.183390393698552
resnet_manual_none,14,4,8,30.562744873191583
resnet_manual_none,14,5,8,38.133457469922895
resnet_manual_none,14,6,8,43.19868554276112
resnet_manual_none,14,7,8,53.07215644185331
resnet_manual_none,14,8,8,55.399741147294925
resnet_manual_none,14,9,8,55.93640141412136
resnet_manual_none,14,10,8,62.21017517746359
resnet_manual_none,14,11,8,65.17250375882992
resnet_manual_none,14,12,8,70.22759239843403
resnet_manual_none,14,13,8,72.96180030478637
resnet_manual_none,14,14,8,81.21452651259479
resnet_manual_none,14,15,8,86.44235461273003
resnet_manual_none,14,16,8,78.33477420494452
resnet_manual_none,14,17,8,82.94228487569329
resnet_manual_none,14,18,8,76.07526344908021
resnet_manual_none,14,19,8,27.02166671953249
resnet_manual_none,15,1,8,9.184092517776524
resnet_manual_none,15,2,8,15.887898204203152
resnet_manual_none,15,3,8,24.243280768750996
resnet_manual_none,15,4,8,31.431215535312486
resnet_manual_none,15,5,8,36.95072990601322
resnet_manual_none,15,6,8,39.5643150467354
resnet_manual_none,15,7,8,50.331361105097734
resnet_manual_none,15,8,8,58.92750201290149
resnet_manual_none,15,9,8,62.90122027438756
resnet_manual_none,15,10,8,59.59646880861999
resnet_manual_none,15,11,8,69.07722218079827
resnet_manual_none,15,12,8,69.5151790702874
resnet_manual_none,15,13,8,73.62235728042721
resnet_manual_none,15,14,8,75.05633832051733
resnet_manual_none,15,15,8,78.12003868227656
resnet_manual_none,15,16,8,85.30281369607512
resnet_manual_none,15,17,8,83.8761774445675
resnet_manual_none,15,18,8,95.92558843527327
resnet_manual_none,15,19,8,27.444189264975044
resnet_manual_none,16,1,8,9.154242354133324
resnet_manual_none,16,2,8,16.32014280868417
resnet_manual_none,16,3,8,25.912014864269324
resnet_manual_none,16,4,8,33.65128288740573
resnet_manual_none,16,5,8,36.63400347272053
resnet_manual_none,16,6,8,41.0842554315732
resnet_manual_none,16,7,8,50.54226468273168
resnet_manual_none,16,8,8,62.774667847734214
resnet_manual_none,16,9,8,59.29610093722023
resnet_manual_none,16,10,8,64.93873019079301
resnet_manual_none,16,11,8,68.9206218783379
resnet_manual_none,16,12,8,76.13709890916293
resnet_manual_none,16,13,8,75.64128683666115
resnet_manual_none,16,14,8,82.84292662693238
resnet_manual_none,16,15,8,78.07399289868037
resnet_manual_none,16,16,8,78.54337823533291
resnet_manual_none,16,17,8,83.62622648084027
resnet_manual_none,16,18,8,84.61094249381992
resnet_manual_none,16,19,8,24.82172991958126
resnet_manual_none,17,1,8,9.293067552661398
resnet_manual_none,17,2,8,16.056942193499992
resnet_manual_none,17,3,8,23.42641665940227
resnet_manual_none,17,4,8,32.12171315167765
resnet_manual_none,17,5,8,37.5574484803304
resnet_manual_none,17,6,8,42.08450859009253
resnet_manual_none,17,7,8,50.44464043463027
resnet_manual_none,17,8,8,51.14991725758983
resnet_manual_none,17,9,8,56.898065827379504
resnet_manual_none,17,10,8,61.0342543883227
resnet_manual_none,17,11,8,62.55174015959991
resnet_manual_none,17,12,8,69.12287924449336
resnet_manual_none,17,13,8,72.25797935955099
resnet_manual_none,17,14,8,70.99439184973795
resnet_manual_none,17,15,8,74.88439370367585
resnet_manual_none,17,16,8,93.15954676822429
resnet_manual_none,17,17,8,88.92266007448879
resnet_manual_none,17,18,8,82.97615994768896
resnet_manual_none,17,19,8,24.367700918369376
resnet_manual_none,18,1,8,9.136433749024096
resnet_manual_none,18,2,8,17.048532127453807
resnet_manual_none,18,3,8,24.755240040700688
resnet_manual_none,18,4,8,31.180928325585473
resnet_manual_none,18,5,8,35.263496443571356
resnet_manual_none,18,6,8,42.72349309463857
resnet_manual_none,18,7,8,47.142056889469934
resnet_manual_none,18,8,8,52.69930794963469
resnet_manual_none,18,9,8,60.60174050218926
resnet_manual_none,18,10,8,61.57626421891657
resnet_manual_none,18,11,8,69.83645854237265
resnet_manual_none,18,12,8,71.10114114802052
resnet_manual_none,18,13,8,69.93298414812986
resnet_manual_none,18,14,8,78.57270599573984
resnet_manual_none,18,15,8,80.87680406278535
resnet_manual_none,18,16,8,80.0151500292378
resnet_manual_none,18,17,8,77.84460421946125
resnet_manual_none,18,18,8,84.56682733500408
resnet_manual_none,18,19,8,27.46090904006336
resnet_manual_none,19,1,8,9.206939617334159
resnet_manual_none,19,2,8,17.309403972664064
resnet_manual_none,19,3,8,23.125404480533735
resnet_manual_none,19,4,8,31.018745999221263
resnet_manual_none,19,5,8,37.66097697369848
resnet_manual_none,19,6,8,42.49483560792051
resnet_manual_none,19,7,8,50.53771358410228
resnet_manual_none,19,8,8,57.71185491721182
resnet_manual_none,19,9,8,65.91810608623874
resnet_manual_none,19,10,8,62.92192039609855
resnet_manual_none,19,11,8,69.72931964641167
resnet_manual_none,19,12,8,79.0111692765379
resnet_manual_none,19,13,8,71.15614613639464
resnet_manual_none,19,14,8,75.31604908835405
resnet_manual_none,19,15,8,79.94020022297512
resnet_manual_none,19,16,8,79.61053762454685
resnet_manual_none,19,17,8,84.62732745751146
resnet_manual_none,19,18,8,83.72994625486713
resnet_manual_none,19,19,8,24.339766267368624
resnet_manual_none,1,1,16,6.939411587296247
resnet_manual_none,1,2,16,12.634895142758952
resnet_manual_none,1,3,16,19.426757427724386
resnet_manual_none,1,4,16,26.358852766429433
resnet_manual_none,1,5,16,34.788959955614246
resnet_manual_none,1,6,16,32.74523202447336
resnet_manual_none,1,7,16,36.754985094955046
resnet_manual_none,1,8,16,42.328175488687116
resnet_manual_none,1,9,16,43.62089189590228
resnet_manual_none,1,10,16,52.756147232658044
resnet_manual_none,1,11,16,51.850660904441014
resnet_manual_none,1,12,16,52.66420106417991
resnet_manual_none,1,13,16,52.138252451187824
resnet_manual_none,1,14,16,63.166298023299206
resnet_manual_none,1,15,16,60.79576909189222
resnet_manual_none,1,16,16,55.92991309184852
resnet_manual_none,1,17,16,62.28635653433727
resnet_manual_none,1,18,16,60.719775037574124
resnet_manual_none,1,19,16,23.63268265419106
resnet_manual_none,2,1,16,6.723852446766398
resnet_manual_none,2,2,16,13.577757438398107
resnet_manual_none,2,3,16,18.36221710498854
resnet_manual_none,2,4,16,24.637471576958582
resnet_manual_none,2,5,16,26.383632363359737
resnet_manual_none,2,6,16,34.671677094869324
resnet_manual_none,2,7,16,43.85194473231289
resnet_manual_none,2,8,16,39.86267476982342
resnet_manual_none,2,9,16,41.40975583028856
resnet_manual_none,2,10,16,48.96273993765263
resnet_manual_none,2,11,16,49.38289891186191
resnet_manual_none,2,12,16,52.980227847735556
resnet_manual_none,2,13,16,52.22741972020344
resnet_manual_none,2,14,16,59.25079400910619
resnet_manual_none,2,15,16,56.553694680986666
resnet_manual_none,2,16,16,66.6241268842707
resnet_manual_none,2,17,16,61.06540874657515
resnet_manual_none,2,18,16,70.53759396038292
resnet_manual_none,2,19,16,23.476681285628707
resnet_manual_none,3,1,16,6.739507921740681
resnet_manual_none,3,2,16,13.037053660273244
resnet_manual_none,3,3,16,18.121079577667953
resnet_manual_none,3,4,16,22.708617259704717
resnet_manual_none,3,5,16,25.201051321121305
resnet_manual_none,3,6,16,32.85196677428358
resnet_manual_none,3,7,16,36.11519379782278
resnet_manual_none,3,8,16,45.49915995432244
resnet_manual_none,3,9,16,52.79829158203722
resnet_manual_none,3,10,16,44.193009079139074
resnet_manual_none,3,11,16,47.8931987355219
resnet_manual_none,3,12,16,49.377903081337195
resnet_manual_none,3,13,16,55.620548581779666
resnet_manual_none,3,14,16,62.89303777388
resnet_manual_none,3,15,16,72.54968994190513
resnet_manual_none,3,16,16,59.237319595015904
resnet_manual_none,3,17,16,62.242140933474715
resnet_manual_none,3,18,16,68.38340340017018
resnet_manual_none,3,19,16,22.975385245521203
resnet_manual_none,4,1,16,6.339079016039214
resnet_manual_none,4,2,16,13.410483265047642
resnet_manual_none,4,3,16,19.406861775728746
resnet_manual_none,4,4,16,24.74854922235412
resnet_manual_none,4,5,16,26.830257654035467
resnet_manual_none,4,6,16,39.13607439755688
resnet_manual_none,4,7,16,48.31784799002288
resnet_manual_none,4,8,16,46.49023082500157
resnet_manual_none,4,9,16,45.36190363937022
resnet_manual_none,4,10,16,49.71665801806717
resnet_manual_none,4,11,16,47.47790708874681
resnet_manual_none,4,12,16,59.57689763098659
resnet_manual_none,4,13,16,54.785602590222794
resnet_manual_none,4,14,16,58.91682694006141
resnet_manual_none,4,15,16,77.67672323106433
resnet_manual_none,4,16,16,60.35756837666651
resnet_manual_none,4,17,16,63.359370675891135
resnet_manual_none,4,18,16,64.3517189949347
resnet_manual_none,4,19,16,24.006415459570565
resnet_manual_none,5,1,16,8.20982813908311
resnet_manual_none,5,2,16,12.696398931519587
resnet_manual_none,5,3,16,20.11157705381226
resnet_manual_none,5,4,16,24.008747156295026
resnet_manual_none,5,5,16,27.167246257192616
resnet_manual_none,5,6,16,31.350076762536677
resnet_manual_none,5,7,16,36.596017087077605
resnet_manual_none,5,8,16,39.51075362688113
resnet_manual_none,5,9,16,56.569602495402975
resnet_manual_none,5,10,16,47.03098741160873
resnet_manual_none,5,11,16,51.8771504035801
resnet_manual_none,5,12,16,53.66825307043139
resnet_manual_none,5,13,16,55.02713568843889
resnet_manual_none,5,14,16,59.64154143913591
resnet_manual_none,5,15,16,55.60905373910364
resnet_manual_none,5,16,16,56.40703647662234
resnet_manual_none,5,17,16,59.383490987610095
resnet_manual_none,5,18,16,59.33064174291793
resnet_manual_none,5,19,16,27.50677379555292
resnet_manual_none,6,1,16,6.740839627421496
resnet_manual_none,6,2,16,13.19587917461736
resnet_manual_none,6,3,16,18.415713929147735
resnet_manual_none,6,4,16,23.23214151016729
resnet_manual_none,6,5,16,29.564647826960023
resnet_manual_none,6,6,16,39.630006658875246
resnet_manual_none,6,7,16,38.039108986881445
resnet_manual_none,6,8,16,41.04492453942741
resnet_manual_none,6,9,16,45.79695699465893
resnet_manual_none,6,10,16,47.61840965632019
resnet_manual_none,6,11,16,51.50161125641736
resnet_manual_none,6,12,16,55.830642352291314
resnet_manual_none,6,13,16,58.37545660275992
resnet_manual_none,6,14,16,57.97021675464464
resnet_manual_none,6,15,16,60.449659276698526
resnet_manual_none,6,16,16,60.86250767062337
resnet_manual_none,6,17,16,67.49410856814745
resnet_manual_none,6,18,16,66.87953451764841
resnet_manual_none,6,19,16,23.75697855472432
resnet_manual_none,7,1,16,6.757740345965001
resnet_manual_none,7,2,16,13.084878018849695
resnet_manual_none,7,3,16,19.09923454539221
resnet_manual_none,7,4,16,27.494362133111135
resnet_manual_none,7,5,16,30.413591531194637
resnet_manual_none,7,6,16,33.37672305674969
resnet_manual_none,7,7,16,37.76364561871032
resnet_manual_none,7,8,16,37.47907073726842
resnet_manual_none,7,9,16,44.49197355565042
resnet_manual_none,7,10,16,50.36013041686722
resnet_manual_none,7,11,16,47.16873446356739
resnet_manual_none,7,12,16,55.61621015930364
resnet_manual_none,7,13,16,54.367769253103596
resnet_manual_none,7,14,16,63.057555862862245
resnet_manual_none,7,15,16,62.347112176177596
resnet_manual_none,7,16,16,63.29989768575497
resnet_manual_none,7,17,16,63.74051387793025
resnet_manual_none,7,18,16,63.20712095010949
resnet_manual_none,7,19,16,29.078835924227736
resnet_manual_none,8,1,16,6.642419104515817
resnet_manual_none,8,2,16,13.176673928187688
resnet_manual_none,8,3,16,19.139234335973313
resnet_manual_none,8,4,16,22.53678022228065
resnet_manual_none,8,5,16,29.77079669211877
resnet_manual_none,8,6,16,36.71409082871858
resnet_manual_none,8,7,16,38.05597565251983
resnet_manual_none,8,8,16,42.46751457823824
resnet_manual_none,8,9,16,47.694754870802534
resnet_manual_none,8,10,16,50.77572794380587
resnet_manual_none,8,11,16,51.835475606871604
resnet_manual_none,8,12,16,53.59638306796091
resnet_manual_none,8,13,16,57.33976846022688
resnet_manual_none,8,14,16,62.955533660177146
resnet_manual_none,8,15,16,57.00642599784289
resnet_manual_none,8,16,16,61.28854240047715
resnet_manual_none,8,17,16,66.98665506351436
resnet_manual_none,8,18,16,57.60490150579946
resnet_manual_none,8,19,16,23.12633994928586
resnet_manual_none,9,1,16,7.344356890298214
resnet_manual_none,9,2,16,12.986042048597737
resnet_manual_none,9,3,16,17.93768363898565
resnet_manual_none,9,4,16,27.88343706688816
resnet_manual_none,9,5,16,30.65830370178535
resnet_manual_none,9,6,16,34.8865792883056
resnet_manual_none,9,7,16,36.21947647323959
resnet_manual_none,9,8,16,44.7285298812019
resnet_manual_none,9,9,16,41.15649496047532
resnet_manual_none,9,10,16,53.003106785597076
resnet_manual_none,9,11,16,53.645240313372
resnet_manual_none,9,12,16,52.23101967664922
resnet_manual_none,9,13,16,53.33655030643026
resnet_manual_none,9,14,16,53.80465722979568
resnet_manual_none,9,15,16,61.129071237340916
resnet_manual_none,9,16,16,64.33801894522502
resnet_manual_none,9,17,16,63.05598266144297
resnet_manual_none,9,18,16,63.85460284768873
resnet_manual_none,9,19,16,24.143920038463786
resnet_manual_none,10,1,16,8.24127897599112
resnet_manual_none,10,2,16,12.69598086318876
resnet_manual_none,10,3,16,18.888686392831875
resnet_manual_none,10,4,16,27.57378375108868
resnet_manual_none,10,5,16,31.183163053240772
resnet_manual_none,10,6,16,33.17651596372773
resnet_manual_none,10,7,16,46.884386686195334
resnet_manual_none,10,8,16,42.888728659058025
resnet_manual_none,10,9,16,41.58422346128744
resnet_manual_none,10,10,16,56.110243069338374
resnet_manual_none,10,11,16,60.734450425695115
resnet_manual_none,10,12,16,48.790704463415075
resnet_manual_none,10,13,16,59.0122566023822
resnet_manual_none,10,14,16,60.1417594671655
resnet_manual_none,10,15,16,59.949353234903676
resnet_manual_none,10,16,16,59.714866918744114
resnet_manual_none,10,17,16,65.69007189648443
resnet_manual_none,10,18,16,56.197185066817596
resnet_manual_none,10,19,16,24.53606294462658
resnet_manual_none,11,1,16,7.049025592140066
resnet_manual_none,11,2,16,12.719195581982719
resnet_manual_none,11,3,16,18.48115230830003
resnet_manual_none,11,4,16,22.12567963198122
resnet_manual_none,11,5,16,30.30992012191187
resnet_manual_none,11,6,16,36.63356633104606
resnet_manual_none,11,7,16,49.62340576143885
resnet_manual_none,11,8,16,42.00911778157059
resnet_manual_none,11,9,16,43.44489975012776
resnet_manual_none,11,10,16,52.18470965994268
resnet_manual_none,11,11,16,51.44108415598973
resnet_manual_none,11,12,16,52.65174975667809
resnet_manual_none,11,13,16,60.07599665096711
resnet_manual_none,11,14,16,57.4758911835617
resnet_manual_none,11,15,16,58.25281537274191
resnet_manual_none,11,16,16,58.14034970299311
resnet_manual_none,11,17,16,58.7746176406998
resnet_manual_none,11,18,16,66.24108207952965
resnet_manual_none,11,19,16,24.116717691258696
resnet_manual_none,12,1,16,6.76949789786511
resnet_manual_none,12,2,16,12.380016482816687
resnet_manual_none,12,3,16,16.659345871843605
resnet_manual_none,12,4,16,26.12249416212567
resnet_manual_none,12,5,16,25.67338255138021
resnet_manual_none,12,6,16,34.4092560582732
resnet_manual_none,12,7,16,37.63131356866615
resnet_manual_none,12,8,16,44.01939553229601
resnet_manual_none,12,9,16,47.5556946762846
resnet_manual_none,12,10,16,42.526164173395635
resnet_manual_none,12,11,16,51.48109657590526
resnet_manual_none,12,12,16,57.60787660073241
resnet_manual_none,12,13,16,56.23445231196582
resnet_manual_none,12,14,16,57.091813710377274
resnet_manual_none,12,15,16,63.4267561066913
resnet_manual_none,12,16,16,62.12816305532968
resnet_manual_none,12,17,16,64.8532685503831
resnet_manual_none,12,18,16,64.95321067521222
resnet_manual_none,12,19,16,23.25063248905648
resnet_manual_none,13,1,16,6.737199077460186
resnet_manual_none,13,2,16,13.465268874060156
resnet_manual_none,13,3,16,18.75576980118009
resnet_manual_none,13,4,16,25.89542784407166
resnet_manual_none,13,5,16,28.921992946879612
resnet_manual_none,13,6,16,42.88874016717768
resnet_manual_none,13,7,16,35.02285442408841
resnet_manual_none,13,8,16,41.859998209134744
resnet_manual_none,13,9,16,46.90437631010953
resnet_manual_none,13,10,16,53.11934708823661
resnet_manual_none,13,11,16,48.00167578378443
resnet_manual_none,13,12,16,57.16178004256603
resnet_manual_none,13,13,16,58.08782071729588
resnet_manual_none,13,14,16,58.72507961617475
resnet_manual_none,13,15,16,55.48006778884475
resnet_manual_none,13,16,16,58.87661972854903
resnet_manual_none,13,17,16,62.21195331613707
resnet_manual_none,13,18,16,63.17183009794191
resnet_manual_none,13,19,16,26.76293141805304
resnet_manual_none,14,1,16,6.775792286162195
resnet_manual_none,14,2,16,13.61893545250865
resnet_manual_none,14,3,16,19.731200685255494
resnet_manual_none,14,4,16,23.78346899185311
resnet_manual_none,14,5,16,30.892732161232622
resnet_manual_none,14,6,16,31.373456148868062
resnet_manual_none,14,7,16,38.70577782375316
resnet_manual_none,14,8,16,41.640223994581426
resnet_manual_none,14,9,16,41.19441763733838
resnet_manual_none,14,10,16,52.21137077506587
resnet_manual_none,14,11,16,50.46212902743575
resnet_manual_none,14,12,16,47.77835781895176
resnet_manual_none,14,13,16,56.861843950913794
resnet_manual_none,14,14,16,56.61046561766826
resnet_manual_none,14,15,16,58.01813883146066
resnet_manual_none,14,16,16,59.1564856440763
resnet_manual_none,14,17,16,69.52918009042344
resnet_manual_none,14,18,16,59.707528855820016
resnet_manual_none,14,19,16,27.390584924656146
resnet_manual_none,15,1,16,6.278948825123237
resnet_manual_none,15,2,16,11.588638014022916
resnet_manual_none,15,3,16,20.082349872759725
resnet_manual_none,15,4,16,23.118499619064167
resnet_manual_none,15,5,16,29.452977338928108
resnet_manual_none,15,6,16,31.723476285143274
resnet_manual_none,15,7,16,35.27905874408092
resnet_manual_none,15,8,16,47.234611372345235
resnet_manual_none,15,9,16,43.218203351301845
resnet_manual_none,15,10,16,46.49060353486871
resnet_manual_none,15,11,16,46.62233422043853
resnet_manual_none,15,12,16,53.91626355834478
resnet_manual_none,15,13,16,53.38979449687958
resnet_manual_none,15,14,16,56.86400196714218
resnet_manual_none,15,15,16,51.398290238286314
resnet_manual_none,15,16,16,60.187320504467884
resnet_manual_none,15,17,16,65.92370018436029
resnet_manual_none,15,18,16,70.07011040731274
resnet_manual_none,15,19,16,24.57099674313137
resnet_manual_none,16,1,16,7.467752942452982
resnet_manual_none,16,2,16,12.53494797185929
resnet_manual_none,16,3,16,17.983227601495972
resnet_manual_none,16,4,16,26.77666208664424
resnet_manual_none,16,5,16,29.331815950676642
resnet_manual_none,16,6,16,38.98295339527403
resnet_manual_none,16,7,16,35.78835460433149
resnet_manual_none,16,8,16,42.51713391862034
resnet_manual_none,16,9,16,50.08124318928728
resnet_manual_none,16,10,16,46.01919173628162
resnet_manual_none,16,11,16,52.51812935606163
resnet_manual_none,16,12,16,49.9759702414939
resnet_manual_none,16,13,16,51.1747880538619
resnet_manual_none,16,14,16,54.31079035154487
resnet_manual_none,16,15,16,54.802206905571275
resnet_manual_none,16,16,16,55.31693135173726
resnet_manual_none,16,17,16,65.28096564926976
resnet_manual_none,16,18,16,59.85801687423048
resnet_manual_none,16,19,16,23.367360388833774
resnet_manual_none,17,1,16,6.8107548554319575
resnet_manual_none,17,2,16,16.051344271429596
resnet_manual_none,17,3,16,17.477244058125976
resnet_manual_none,17,4,16,23.35945841482232
resnet_manual_none,17,5,16,31.37281877906353
resnet_manual_none,17,6,16,38.36798540693642
resnet_manual_none,17,7,16,37.741197544131865
resnet_manual_none,17,8,16,39.55707498579179
resnet_manual_none,17,9,16,50.672577873289946
resnet_manual_none,17,10,16,49.59565274690776
resnet_manual_none,17,11,16,51.5066844399034
resnet_manual_none,17,12,16,68.23245752184383
resnet_manual_none,17,13,16,57.63161936163515
resnet_manual_none,17,14,16,57.79501793021769
resnet_manual_none,17,15,16,65.62700392118822
resnet_manual_none,17,16,16,58.45668974179007
resnet_manual_none,17,17,16,62.02581428743685
resnet_manual_none,17,18,16,63.463045465350184
resnet_manual_none,17,19,16,26.921035593852626
resnet_manual_none,18,1,16,6.948881953941394
resnet_manual_none,18,2,16,12.02101117339169
resnet_manual_none,18,3,16,16.778009588138406
resnet_manual_none,18,4,16,25.524581386312512
resnet_manual_none,18,5,16,30.541791387614218
resnet_manual_none,18,6,16,33.389668256022574
resnet_manual_none,18,7,16,37.45722322515847
resnet_manual_none,18,8,16,43.099531007132406
resnet_manual_none,18,9,16,47.775887754851716
resnet_manual_none,18,10,16,47.54221532382549
resnet_manual_none,18,11,16,50.38692205923608
resnet_manual_none,18,12,16,54.293496182273415
resnet_manual_none,18,13,16,57.258837206740324
resnet_manual_none,18,14,16,58.42194338827521
resnet_manual_none,18,15,16,61.02476040627744
resnet_manual_none,18,16,16,64.42725425223173
resnet_manual_none,18,17,16,60.9012197931664
resnet_manual_none,18,18,16,68.50498439437081
resnet_manual_none,18,19,16,24.39868957962348
resnet_manual_none,19,1,16,6.877528077874297
resnet_manual_none,19,2,16,11.812694795620624
resnet_manual_none,19,3,16,23.835022876569045
resnet_manual_none,19,4,16,22.98808634636402
resnet_manual_none,19,5,16,26.82794210051412
resnet_manual_none,19,6,16,32.236804836478974
resnet_manual_none,19,7,16,37.521247171942626
resnet_manual_none,19,8,16,45.47287886010044
resnet_manual_none,19,9,16,47.887606651744065
resnet_manual_none,19,10,16,48.92230022152863
resnet_manual_none,19,11,16,53.53761193471595
resnet_manual_none,19,12,16,50.46536512916983
resnet_manual_none,19,13,16,53.083011652804686
resnet_manual_none,19,14,16,51.304297592059804
resnet_manual_none,19,15,16,61.806701836452206
resnet_manual_none,19,16,16,65.21981016429115
resnet_manual_none,19,17,16,60.6435549960197
resnet_manual_none,19,18,16,62.01403588968336
resnet_manual_none,19,19,16,23.869095803459015
resnet_manual_none,1,1,32,8.409976379041094
resnet_manual_none,1,2,32,15.948686446849493
resnet_manual_none,1,3,32,21.134693736245605
resnet_manual_none,1,4,32,29.535268199436498
resnet_manual_none,1,5,32,33.65607430725429
resnet_manual_none,1,6,32,39.07391993923709
resnet_manual_none,1,7,32,41.291702971375315
resnet_manual_none,1,8,32,58.37106692162372
resnet_manual_none,1,9,32,56.533380690875504
resnet_manual_none,1,10,32,69.76566952986059
resnet_manual_none,1,11,32,61.81116213378895
resnet_manual_none,1,12,32,71.51705964101694
resnet_manual_none,1,13,32,76.8712633147985
resnet_manual_none,1,14,32,72.85303899097559
resnet_manual_none,1,15,32,67.96463908915209
resnet_manual_none,1,16,32,70.96143092544801
resnet_manual_none,1,17,32,92.40696600351372
resnet_manual_none,1,18,32,71.80824746063661
resnet_manual_none,1,19,32,34.690004372330804
resnet_manual_none,2,1,32,8.876074079446198
resnet_manual_none,2,2,32,15.53614130272348
resnet_manual_none,2,3,32,23.811644138109873
resnet_manual_none,2,4,32,27.876081508081935
resnet_manual_none,2,5,32,37.60087274344661
resnet_manual_none,2,6,32,36.72788105137915
resnet_manual_none,2,7,32,41.58591946310855
resnet_manual_none,2,8,32,40.70405127497089
resnet_manual_none,2,9,32,49.908241936547476
resnet_manual_none,2,10,32,66.23625467135825
resnet_manual_none,2,11,32,62.43336704987048
resnet_manual_none,2,12,32,71.81940062799674
resnet_manual_none,2,13,32,64.33396430949674
resnet_manual_none,2,14,32,65.8415545410332
resnet_manual_none,2,15,32,87.17798505520858
resnet_manual_none,2,16,32,73.29889176593801
resnet_manual_none,2,17,32,65.79563060745419
resnet_manual_none,2,18,32,72.1174474920666
resnet_manual_none,2,19,32,39.172701295233004
resnet_manual_none,3,1,32,5.581767463544316
resnet_manual_none,3,2,32,18.017857257333645
resnet_manual_none,3,3,32,16.80525355814222
resnet_manual_none,3,4,32,26.18468555163227
resnet_manual_none,3,5,32,38.182030211087145
resnet_manual_none,3,6,32,41.79822432625073
resnet_manual_none,3,7,32,50.714077805106776
resnet_manual_none,3,8,32,58.38498205577457
resnet_manual_none,3,9,32,58.82924529487063
resnet_manual_none,3,10,32,58.11762646031011
resnet_manual_none,3,11,32,69.02418542306786
resnet_manual_none,3,12,32,65.93966350945311
resnet_manual_none,3,13,32,52.497765165428845
resnet_manual_none,3,14,32,69.78116546735119
resnet_manual_none,3,15,32,59.19264184785092
resnet_manual_none,3,16,32,74.26594216186434
resnet_manual_none,3,17,32,88.09272790712045
resnet_manual_none,3,18,32,69.62124261997624
resnet_manual_none,3,19,32,32.95348900561656
resnet_manual_none,4,1,32,8.103763482095093
resnet_manual_none,4,2,32,17.288707292081828
resnet_manual_none,4,3,32,24.00951583079447
resnet_manual_none,4,4,32,23.333477107451316
resnet_manual_none,4,5,32,35.01104175882578
resnet_manual_none,4,6,32,37.784514711675335
resnet_manual_none,4,7,32,37.75276615154431
resnet_manual_none,4,8,32,56.92948560214566
resnet_manual_none,4,9,32,44.50960869724294
resnet_manual_none,4,10,32,54.4148692325396
resnet_manual_none,4,11,32,62.162944577392224
resnet_manual_none,4,12,32,63.17676129051291
resnet_manual_none,4,13,32,72.5598117859836
resnet_manual_none,4,14,32,76.21126479234414
resnet_manual_none,4,15,32,69.16215958502232
resnet_manual_none,4,16,32,75.21030344767861
resnet_manual_none,4,17,32,88.11155526281954
resnet_manual_none,4,18,32,71.87922812841731
resnet_manual_none,4,19,32,35.185375690861996
resnet_manual_none,5,1,32,6.016890354964441
resnet_manual_none,5,2,32,14.75853697384322
resnet_manual_none,5,3,32,19.535962848936602
resnet_manual_none,5,4,32,30.597617276607924
resnet_manual_none,5,5,32,34.54805034455938
resnet_manual_none,5,6,32,46.16190145675584
resnet_manual_none,5,7,32,42.193574431094305
resnet_manual_none,5,8,32,40.59641563958074
resnet_manual_none,5,9,32,45.15363772607823
resnet_manual_none,5,10,32,59.63601297270654
resnet_manual_none,5,11,32,76.25458937984598
resnet_manual_none,5,12,32,72.13112532266169
resnet_manual_none,5,13,32,69.18544752601721
resnet_manual_none,5,14,32,63.116571848011425
resnet_manual_none,5,15,32,77.0466420040786
resnet_manual_none,5,16,32,81.82049770248423
resnet_manual_none,5,17,32,70.92252669537876
resnet_manual_none,5,18,32,58.78663786656329
resnet_manual_none,5,19,32,38.72317856645783
resnet_manual_none,6,1,32,8.093057052479477
resnet_manual_none,6,2,32,12.958047919877089
resnet_manual_none,6,3,32,24.236359190351738
resnet_manual_none,6,4,32,33.171710624068645
resnet_manual_none,6,5,32,34.290807487263436
resnet_manual_none,6,6,32,38.57736442756011
resnet_manual_none,6,7,32,49.824303218646904
resnet_manual_none,6,8,32,44.42628974827714
resnet_manual_none,6,9,32,46.05634004447549
resnet_manual_none,6,10,32,57.68144077160193
resnet_manual_none,6,11,32,65.24873706930057
resnet_manual_none,6,12,32,49.88245768316924
resnet_manual_none,6,13,32,50.058636728410946
resnet_manual_none,6,14,32,56.5471901102689
resnet_manual_none,6,15,32,73.37908669264671
resnet_manual_none,6,16,32,86.32132700737147
resnet_manual_none,6,17,32,82.10913772799258
resnet_manual_none,6,18,32,91.48885547715696
resnet_manual_none,6,19,32,32.25510908058551
resnet_manual_none,7,1,32,8.269082232995089
resnet_manual_none,7,2,32,14.69318064559708
resnet_manual_none,7,3,32,22.180861091635045
resnet_manual_none,7,4,32,19.643813604286194
resnet_manual_none,7,5,32,38.59621861509391
resnet_manual_none,7,6,32,31.60209655659748
resnet_manual_none,7,7,32,46.61064700508971
resnet_manual_none,7,8,32,53.10266688353014
resnet_manual_none,7,9,32,65.6881865128715
resnet_manual_none,7,10,32,48.514833698489134
resnet_manual_none,7,11,32,63.20083179847733
resnet_manual_none,7,12,32,63.01225712435832
resnet_manual_none,7,13,32,63.37355047780578
