benchmark,topology,pinning,allocator,instance_id,interop_threads,intraop_threads,batch_size,throughput
inception_manual_script,interleave,numactl,default,1,1,5,1,45.980705565001465
inception_manual_script,interleave,numactl,default,1,1,6,1,49.70629059791944
inception_manual_script,interleave,numactl,default,1,1,7,1,52.815106806773706
inception_manual_script,interleave,numactl,default,1,1,8,1,54.40412555490212
inception_manual_script,interleave,numactl,default,1,1,9,1,53.39438880867603
inception_manual_script,interleave,numactl,default,1,1,10,1,54.04576520467443
inception_manual_script,interleave,numactl,default,1,1,11,1,55.29551109648336
inception_manual_script,interleave,numactl,default,1,1,12,1,58.38796374237892
inception_manual_script,interleave,numactl,default,1,1,13,1,57.566318379515394
inception_manual_script,interleave,numactl,default,1,1,14,1,28.68844173396644
inception_manual_script,interleave,numactl,default,1,1,15,1,55.86606903827427
inception_manual_script,interleave,numactl,default,1,1,16,1,35.16543337502884
inception_manual_script,interleave,numactl,default,1,1,1,2,18.623166840238753
inception_manual_script,interleave,numactl,default,1,1,2,2,30.205232752059754
inception_manual_script,interleave,numactl,default,1,1,3,2,41.413435380158425
inception_manual_script,interleave,numactl,default,1,1,4,2,50.64681717322595
inception_manual_script,interleave,numactl,default,1,1,5,2,56.154797788194514
inception_manual_script,interleave,numactl,default,1,1,6,2,62.078871123345294
inception_manual_script,interleave,numactl,default,1,1,7,2,68.58236106123886
inception_manual_script,interleave,numactl,default,1,1,8,2,71.76612903054182
inception_manual_script,interleave,numactl,default,1,1,9,2,70.95130337010538
inception_manual_script,interleave,numactl,default,1,1,10,2,73.63124612869632
inception_manual_script,interleave,numactl,default,1,1,11,2,76.77227741941645
inception_manual_script,interleave,numactl,default,1,1,12,2,82.38529236550741
inception_manual_script,interleave,numactl,default,1,1,13,2,84.82868242258418
inception_manual_script,interleave,numactl,default,1,1,14,2,87.21726173530735
inception_manual_script,interleave,numactl,default,1,1,15,2,88.41985289002278
inception_manual_script,interleave,numactl,default,1,1,16,2,87.0421099459292
inception_manual_script,interleave,numactl,default,1,1,1,4,19.591446377819363
inception_manual_script,interleave,numactl,default,1,1,2,4,34.37549939318848
inception_manual_script,interleave,numactl,default,1,1,3,4,46.749640569813394
inception_manual_script,interleave,numactl,default,1,1,4,4,62.856102271516164
inception_manual_script,interleave,numactl,default,1,1,5,4,68.63267896764873
inception_manual_script,interleave,numactl,default,1,1,6,4,82.03580770424587
inception_manual_script,interleave,numactl,default,1,1,7,4,85.85837071125054
inception_manual_script,interleave,numactl,default,1,1,8,4,90.99512547585917
inception_manual_script,interleave,numactl,default,1,1,9,4,93.51658935458084
inception_manual_script,interleave,numactl,default,1,1,10,4,97.76351610284925
inception_manual_script,interleave,numactl,default,1,1,11,4,101.6903507497402
inception_manual_script,interleave,numactl,default,1,1,12,4,108.19063720815888
inception_manual_script,interleave,numactl,default,1,1,13,4,114.16197588903094
inception_manual_script,interleave,numactl,default,1,1,14,4,117.13662901099894
inception_manual_script,interleave,numactl,default,1,1,15,4,119.96274173335932
inception_manual_script,interleave,numactl,default,1,1,16,4,119.96295613326076
inception_manual_script,interleave,numactl,default,1,1,1,8,19.77700882252192
inception_manual_script,interleave,numactl,default,1,1,2,8,36.50464265089913
inception_manual_script,interleave,numactl,default,1,1,3,8,52.4088951038787
inception_manual_script,interleave,numactl,default,1,1,4,8,69.02096288325808
inception_manual_script,interleave,numactl,default,1,1,5,8,76.74376882640792
inception_manual_script,interleave,numactl,default,1,1,6,8,90.27786452858307
inception_manual_script,interleave,numactl,default,1,1,7,8,92.28053499968472
inception_manual_script,interleave,numactl,default,1,1,8,8,116.3171439410774
inception_manual_script,interleave,numactl,default,1,1,9,8,108.9998605796229
inception_manual_script,interleave,numactl,default,1,1,10,8,117.43210097393325
inception_manual_script,interleave,numactl,default,1,1,11,8,117.07343178328135
inception_manual_script,interleave,numactl,default,1,1,12,8,129.21196427758503
inception_manual_script,interleave,numactl,default,1,1,13,8,140.0618488765949
inception_manual_script,interleave,numactl,default,1,1,14,8,139.4447697775128
inception_manual_script,interleave,numactl,default,1,1,15,8,143.15554539462218
inception_manual_script,interleave,numactl,default,1,1,16,8,156.61206396961836
inception_manual_script,interleave,numactl,default,1,1,1,16,18.970792482146443
inception_manual_script,interleave,numactl,default,1,1,2,16,35.880444961681185
inception_manual_script,interleave,numactl,default,1,1,3,16,52.002117856300174
inception_manual_script,interleave,numactl,default,1,1,4,16,68.55809925337572
inception_manual_script,interleave,numactl,default,1,1,5,16,80.38899753931274
inception_manual_script,interleave,numactl,default,1,1,6,16,92.4178999729018
inception_manual_script,interleave,numactl,default,1,1,7,16,104.13622582148955
inception_manual_script,interleave,numactl,default,1,1,8,16,120.08345820592683
inception_manual_script,interleave,numactl,default,1,1,9,16,122.00911752247922
inception_manual_script,interleave,numactl,default,1,1,10,16,128.94313671023053
inception_manual_script,interleave,numactl,default,1,1,11,16,142.8178240548983
inception_manual_script,interleave,numactl,default,1,1,12,16,148.2133993625751
inception_manual_script,interleave,numactl,default,1,1,13,16,157.48675749973296
inception_manual_script,interleave,numactl,default,1,1,14,16,166.4423551823048
inception_manual_script,interleave,numactl,default,1,1,15,16,170.77737695385184
inception_manual_script,interleave,numactl,default,1,1,16,16,186.12375222328805
inception_manual_script,interleave,numactl,default,1,1,1,32,17.18540522400653
inception_manual_script,interleave,numactl,default,1,1,2,32,34.214064952416855
inception_manual_script,interleave,numactl,default,1,1,3,32,47.71067858001533
inception_manual_script,interleave,numactl,default,1,1,4,32,61.493247932316166
inception_manual_script,interleave,numactl,default,1,1,5,32,72.72247693942086
inception_manual_script,interleave,numactl,default,1,1,6,32,83.54595497376351
inception_manual_script,interleave,numactl,default,1,1,7,32,94.40157702557163
inception_manual_script,interleave,numactl,default,1,1,8,32,105.17382821297286
inception_manual_script,interleave,numactl,default,1,1,9,32,109.79534716588105
inception_manual_script,interleave,numactl,default,1,1,10,32,120.59460441682172
inception_manual_script,interleave,numactl,default,1,1,11,32,127.66436304622903
inception_manual_script,interleave,numactl,default,1,1,12,32,135.36724479966819
inception_manual_script,interleave,numactl,default,1,1,13,32,144.81696306321376
inception_manual_script,interleave,numactl,default,1,1,14,32,149.90066371930317
inception_manual_script,interleave,numactl,default,1,1,15,32,157.89245863915136
inception_manual_script,interleave,numactl,default,1,1,16,32,165.72307320204044
inception_manual_script,interleave,numactl,default,1,1,1,64,15.342473452519327
inception_manual_script,interleave,numactl,default,1,1,2,64,30.436719176260063
inception_manual_script,interleave,numactl,default,1,1,3,64,43.494263929156794
inception_manual_script,interleave,numactl,default,1,1,4,64,56.56290916547707
inception_manual_script,interleave,numactl,default,1,1,5,64,62.464280254032865
inception_manual_script,interleave,numactl,default,1,1,6,64,71.67114393100263
inception_manual_script,interleave,numactl,default,1,1,7,64,82.12968201812109
inception_manual_script,interleave,numactl,default,1,1,8,64,95.57829624288652
inception_manual_script,interleave,numactl,default,1,1,9,64,99.89208661203794
inception_manual_script,interleave,numactl,default,1,1,10,64,107.95745489651456
inception_manual_script,interleave,numactl,default,1,1,11,64,103.77331640104372
inception_manual_script,interleave,numactl,default,1,1,12,64,122.84142303528486
inception_manual_script,interleave,numactl,default,1,1,13,64,117.37201469601776
inception_manual_script,interleave,numactl,default,1,1,14,64,135.36962796737447
inception_manual_script,interleave,numactl,default,1,1,15,64,124.45695139228438
inception_manual_script,interleave,numactl,default,1,1,16,64,152.90237520025997
inception_manual_script,interleave,numactl,default,1,1,1,128,14.182999394343772
inception_manual_script,interleave,numactl,default,1,1,2,128,25.9543564193049
inception_manual_script,interleave,numactl,default,1,1,3,128,37.769752303769096
inception_manual_script,interleave,numactl,default,1,1,4,128,49.23747569150193
inception_manual_script,interleave,numactl,default,1,1,5,128,58.37817211221852
inception_manual_script,interleave,numactl,default,1,1,6,128,66.69490150746248
inception_manual_script,interleave,numactl,default,1,1,7,128,73.40094962138079
inception_manual_script,interleave,numactl,default,1,1,8,128,80.99502709515004
inception_manual_script,interleave,numactl,default,1,1,9,128,83.54709353473885
inception_manual_script,interleave,numactl,default,1,1,10,128,89.59522089556025
inception_manual_script,interleave,numactl,default,1,1,11,128,94.23637866533544
inception_manual_script,interleave,numactl,default,1,1,12,128,98.86769589529517
inception_manual_script,interleave,numactl,default,1,1,13,128,104.70025471745514
inception_manual_script,interleave,numactl,default,1,1,14,128,109.78197957786001
inception_manual_script,interleave,numactl,default,1,1,15,128,109.6001567884023
inception_manual_script,interleave,numactl,default,1,1,16,128,115.22467046402329
inception_manual_script,interleave,numactl,default,1,1,1,256,13.642216537948382
inception_manual_script,interleave,numactl,default,1,1,2,256,25.05730738882707
inception_manual_script,interleave,numactl,default,1,1,3,256,37.03798184432429
inception_manual_script,interleave,numactl,default,1,1,4,256,47.97483135640807
inception_manual_script,interleave,numactl,default,1,1,5,256,56.13846062281237
inception_manual_script,interleave,numactl,default,1,1,6,256,64.7416823125507
inception_manual_script,interleave,numactl,default,1,1,7,256,69.95385620636422
inception_manual_script,interleave,numactl,default,1,1,8,256,78.45508506882396
inception_manual_script,interleave,numactl,default,1,1,9,256,79.34207029945351
inception_manual_script,interleave,numactl,default,1,1,10,256,87.04493119015828
inception_manual_script,interleave,numactl,default,1,1,11,256,88.78871820005065
inception_manual_script,interleave,numactl,default,1,1,12,256,96.20845920778781
inception_manual_script,interleave,numactl,default,1,1,13,256,104.10044112645927
inception_manual_script,interleave,numactl,default,1,1,14,256,104.45494150656452
inception_manual_script,interleave,numactl,default,1,1,15,256,108.85522489634215
inception_manual_script,interleave,numactl,default,1,1,16,256,112.34027721017145
inception_manual_script,interleave,numactl,default,1,1,1,512,12.902842303943157
inception_manual_script,interleave,numactl,default,1,1,2,512,23.51427261620382
inception_manual_script,interleave,numactl,default,1,1,3,512,34.99327712082048
inception_manual_script,interleave,numactl,default,1,1,4,512,44.658263465091565
inception_manual_script,interleave,numactl,default,1,1,5,512,51.78990192294449
inception_manual_script,interleave,numactl,default,1,1,6,512,58.05809340201421
inception_manual_script,interleave,numactl,default,1,1,7,512,66.23069966985386
inception_manual_script,interleave,numactl,default,1,1,8,512,75.10515131093487
inception_manual_script,interleave,numactl,default,1,1,9,512,77.07195287476452
inception_manual_script,interleave,numactl,default,1,1,10,512,77.5878456650517
inception_manual_script,interleave,numactl,default,1,1,11,512,83.7114185493628
inception_manual_script,interleave,numactl,default,1,1,12,512,88.13540809234263
inception_manual_script,interleave,numactl,default,1,1,13,512,93.5342339818252
inception_manual_script,interleave,numactl,default,1,1,14,512,99.91525027010522
inception_manual_script,interleave,numactl,default,1,1,15,512,100.34274856457134
inception_manual_script,interleave,numactl,default,1,1,16,512,101.51441709430567
inception_manual_script,interleave,numactl,default,1,1,1,1024,12.81751334099413
inception_manual_script,interleave,numactl,default,1,1,2,1024,23.183014141230306
inception_manual_script,interleave,numactl,default,1,1,3,1024,33.98717812193104
inception_manual_script,interleave,numactl,default,1,1,4,1024,43.18267252057993
inception_manual_script,interleave,numactl,default,1,1,5,1024,50.555441988758616
inception_manual_script,interleave,numactl,default,1,1,6,1024,57.81677858158329
inception_manual_script,interleave,numactl,default,1,1,7,1024,65.73268008611198
inception_manual_script,interleave,numactl,default,1,1,8,1024,72.12749105313806
inception_manual_script,interleave,numactl,default,1,1,9,1024,74.0076939419427
inception_manual_script,interleave,numactl,default,1,1,10,1024,78.93529790562924
inception_manual_script,interleave,numactl,default,1,1,11,1024,83.87711251297381
inception_manual_script,interleave,numactl,default,1,1,12,1024,87.83100837611592
inception_manual_script,interleave,numactl,default,1,1,13,1024,92.44048285759655
inception_manual_script,interleave,numactl,default,1,1,14,1024,95.90005183428664
inception_manual_script,interleave,numactl,default,1,1,15,1024,98.7549640822664
inception_manual_script,interleave,numactl,default,1,1,16,1024,102.84639458172383
